"site","radius","RESERVOIR","BORROWPITS","DUGOUT","LAGOON","BORROWPIT.DRY","SUMP","ROAD.UNCLASSIFIED","ROAD.UNIMPROVED","INTERCHANGE.RAMP","ROAD.GRAVEL.1L","ROAD.GRAVEL.2L","ROAD.PAVED.1L","ROAD.PAVED.2L","ROAD.PAVED.DIV","ROAD.PAVED.UNDIV.1L","ROAD.PAVED.UNDIV.2L","ROAD.PAVED.UNDIV.4L","ROAD.UNPAVED.2L","TRUCK.TRAIL","AIRP.RUNWAY","ROAD.UNPAVED.1L","ROAD.PAVED.4L","ROAD.PAVED.3L","RLWY.SGL.TRACK","RLWY.SPUR","CANAL","VEGETATED.EDGE.ROADS","VEGETATED.EDGE.RAILWAYS","GRVL.SAND.PIT","MINES.PITLAKE","MISC.OIL.GAS.FACILITY","FACILITY.UNKNOWN","FACILITY.OTHER","OIL.GAS.PLANT","CLEARING.UNKNOWN","URBAN.INDUSTRIAL","CLEARING.WELLPAD.UNCONFIRMED","WELL.CASED","WELL.GAS","WELL.OIL","WELL.OTHER","TRANSFER_STATION","LANDFILL","RECREATION","GOLFCOURSE","CAMPGROUND","GREENSPACE","SURROUNDING.VEG","RUNWAY","TRANSMISSION.LINE","CFO","RURAL.RESIDENCE","URBAN.RESIDENCE","COUNTRY.RESIDENCE","RESIDENCE_CLEARING","WELL.ABAND","ROUGH_PASTURE","CROP","TAME_PASTURE","FRUIT.VEGETABLES","CUTBLOCK","PRE.LOW.IMPACT.SEISMIC","TRAIL","DISTURB_VEG","PIPELINE","water","exposed_land","developed","shrubland","grassland","agriculture","coniferous_forest","broadleaf_forest","mixed_forest"
"Cell 28",2000,0,0,0,0,0,0,0.002846112,0.002302282,0,0.001035782,0.001717309,0,0,0,0.001699175,0.006383948,0,0,0.000619688,0,0,0,0,0,0,0,0.01252061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002492796,0,0,0,0,0,0.029344099,0,0,0,0.00423632,0.00156029,0.032235306,0.568406747,0,0,0.001600205,0.0006992,0,0,0.1774379,0,0.070760069,0.018136039,0.110109301,0.574044267,0.006552219,0.042960207,0
"Cell 28",2250,0,0,0,0,0,0,0.002595613,0.002105552,0,0.00086878,0.001744535,0,0,0,0.001493662,0.005822886,0,0,0.00048963,0,0,0,0,0,0,0,0.01107335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001991143,0,0,0,0,0,0.027593158,0,0,0,0.003347215,0.001232822,0.025490748,0.538727756,0,0,0.001398055,0.000633575,0,0,0.227103865,0,0.063196745,0.01432971,0.108914431,0.544171817,0.005177062,0.03710637,0
"Cell 28",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043202628,0,0,0,0,0,0,0,0,0,0,0.029822047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104254923,0,0,0,0,0,0,0.697028503,0,0,0,0,0,0,0,0,0.127269493,0,0,0.872730525,0,0,0
"Cell 28",2500,0,0,0.000117487,0,0,0,0.002426819,0.001870264,0,0.000857077,0.0017189,0,0,0,0.001209866,0.005332337,0,0,0.0003966,0,0,0,0,0,0,0,0.009900785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001612825,0,0,0,0,0,0.026362952,0,0,0,0.002950283,0.000998586,0.020875338,0.495241449,0,0,0.001344035,0.000570008,0,0,0.287041653,0,0.059986867,0.011607065,0.104425074,0.498272131,0.00419342,0.034473791,0
"Cell 28",2750,0,0,0.000194189,0,0,0,0.00214698,0.001569719,0,0.000830178,0.001638522,0,0,0,0.00099989,0.004960746,0,0,0.000327769,0,0,0,0,0,0,0,0.008984182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001332914,0,0,0,0,0,0.022584897,0,0,0,0.003003796,0.000825278,0.01746297,0.44723248,0,0,0.001429495,0.000503516,0,0,0.34362431,0,0.055122062,0.009592616,0.099948695,0.45173786,0.003465637,0.036508821,0
"Cell 28",3000,0,0,0.000163172,0,0,0,0.001892893,0.001530565,0,0.000949342,0.001544189,0,0,0,0.00103219,0.005825934,0,0,0.000275417,0,0,0,0,0.000635601,0,0,0.010782269,0.001839507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001120018,0,0,0,0,0,0.019930112,0,0.001507778,0,0.0028242,0.000693462,0.017461837,0.406178193,0,0,0.001434684,0.000423093,0,0,0.376150674,0,0.060691003,0.008117351,0.092210704,0.414926172,0.002912097,0.044991999,0
"Cell 28",3250,0,0,0.000139035,0,0,0,0.001842119,0.001317424,0,0.001155243,0.001441606,0,0,0,0.001210503,0.005731541,0,0,0.000234675,0,0,0,0,0.000927061,0,0,0.010804614,0.002675618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000954335,0,0,0,0,0,0.01783582,0,0.002753072,0,0.002406419,0.001425516,0.019084545,0.375903207,0,0,0.001365643,0.000484565,0,0,0.392443311,0,0.062229033,0.009678679,0.0849801,0.389487411,0.003137409,0.058044058,0
"Cell 28",3500,0,0,0.000119882,0,0,0,0.001758699,0.001510772,0,0.001345755,0.001337961,0,0,0,0.0017273,0.005783481,0,0,0.000202347,0,0,0,0,0.001047277,0,0,0.011829373,0.003001656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082287,0,0,0,0,0,0.016486928,0,0.00543433,0,0.002262418,0.004039766,0.020768002,0.343450875,0,0,0.00128278,0.000642311,0,0,0.402285778,0,0.067562791,0.009462336,0.082447122,0.361418069,0.003395459,0.073428447,0
"Cell 28",3750,0,0,0.00010443,0,0,0,0.001908904,0.001939423,0,0.001344026,0.001565168,0,0,0,0.001646143,0.005872272,0,4.12e-05,0.000176267,0,0,0,0,0.001096593,0,0,0.012520055,0.003037937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434858,0,0.000716811,0,0,0,0,0,0.016901849,0,0.008118786,0,0.002109087,0.007455192,0.023312866,0.31527641,0,0,0.001266013,0.000710395,0,0,0.405520807,0,0.070647513,0.00885099,0.078814582,0.337859003,0.00463603,0.093671075,0
"Cell 28",4000,0,9.19e-05,9.18e-05,0,0,0,0.001983789,0.001996865,0,0.001384475,0.001581403,0,0,0,0.001887242,0.005952484,0,9.23e-05,0.000154922,0,0,0,0,0.001111392,0,0,0.012665885,0.003037028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382199,0,0.00063001,0,0,0,0,0,0.017056134,0,0.013248292,0,0.002382906,0.011295283,0.025181651,0.292609436,0,0,0.001330413,0.000819844,0,0,0.40094564,0,0.073385571,0.008416567,0.076020629,0.320773917,0.004126983,0.116330692,0
"Cell 28",4250,0,8.14e-05,8.13e-05,0,0,0,0.00209622,0.00201962,0,0.001484873,0.001497551,0,0,0,0.001941322,0.006107382,0,8.18e-05,0.000137232,0,0,0,0,0.001107036,0,0,0.01286441,0.002975073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338557,0,0.000558071,0,0,0,0,0,0.017466244,0,0.016001105,0,0.00211081,0.016890952,0.023954976,0.278227722,0,0,0.001449344,0.000813803,0.002784184,0,0.391464362,0,0.075113045,0.011029584,0.073835432,0.312654926,0.005362817,0.130539833,0
"Cell 28",4500,0,7.26e-05,0.000108783,0,0,0,0.002686034,0.001980135,0,0.001596008,0.001415678,0,0,0,0.001897353,0.007021995,0,7.3e-05,0.000122407,0,0,0,0,0.00109194,0,0,0.014779051,0.002866027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301985,0,0.000497786,0,0,0,0,0,0.017305974,0,0.019719401,0,0.001900533,0.019218959,0.021751513,0.26657903,0,0,0.001567201,0.00080662,0.005863374,0,0.379791318,0,0.078447401,0.012476764,0.07187139,0.301496663,0.005909903,0.150006561,0
"Cell 28",4750,0,6.52e-05,9.76e-05,0,0,0,0.002841499,0.001990668,0,0.001687751,0.001338489,0,0,0,0.001904617,0.006965556,0,6.55e-05,0.000132086,0,0,0,0,0.001070158,0,0,0.015438372,0.002753875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000818646,0,0.000446766,0,0,0,0,0,0.018679874,0,0.020778813,0,0.00213277,0.021324113,0.019590186,0.254882813,0,0,0.001777995,0.000873561,0.00879319,0,0.369431845,0,0.07770621,0.013037198,0.074982308,0.290234082,0.005304179,0.169304178,0
"Cell 28",500,0,0,0,0,0,0,0,2.3e-05,0,0.004081318,0,0,0,0,0,0.022738362,0,0,0,0,0,0,0,0,0,0,0.029809725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063739401,0,0,0,0,0.019913481,0,0.805040697,0,0,0,0.00104322,0,0,0,0,0.131933499,0,0.009563293,0.858503236,0,0,0
"Cell 28",5000,0,5.88e-05,0.000125868,0,0,0,0.002861807,0.001936595,0,0.001695386,0.001266839,0,0,0,0.001911458,0.00698269,0,5.91e-05,0.000136415,0,0,0,0,0.001042473,0,0,0.015684835,0.002641897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000891335,0,0.000403206,0,0,0,0,0,0.017973076,0,0.020609477,0,0.002033411,0.023732009,0.01901588,0.2413787,0,0,0.001916073,0.000977347,0.009124618,0,0.359674793,0,0.076602281,0.011856398,0.076941183,0.279094062,0.005568796,0.190262487,0
"Cell 28",750,0,0,0,0,0,0,0,0.005251356,0,0.003836915,0,0,0,0,0,0.016552925,0,0,0,0,0,0,0,0,0,0,0.028761013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030678348,0,0,0,0,0.009631186,0,0.689360838,0,0,0,0.001689486,0,0,0.013579917,0,0.137556932,0.017094061,0.147835604,0.668725163,0.015208325,0,0
"Cell 29",1000,0,0,0,0,0,0,0.006763106,0.003028728,0,0.002279159,0,0,0,0,0.00182715,0.024652929,0,0,0,0,0,0,0,0.005333278,0,0,0.03413638,0.010853977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026690165,0,0.069461599,0,0,0.050482906,0,0.00886406,0,0,0.002416025,0.001844799,0,0,0.31380437,0,0.218021785,0,0.056516148,0.090290154,0.036322423,0.285045114,0
"Cell 29",1250,0,0,0,0,0,0,0.006799259,0.001938386,0,0.001461619,0,0,0,0,0.001948087,0.023227975,0,0,0,0,0,0,0,0.004613619,0,0,0.029888306,0.00934144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01824944,0,0.078719423,0,0,0.049266118,0,0.01891702,0,0,0.002062611,0.002335716,0,7.19e-05,0.282316874,0,0.180125013,0.002746011,0.086219562,0.083149431,0.024854807,0.340588311,0
"Cell 29",1500,0,0,0,0,0,0,0.008835171,0.001530926,0,0.001371492,0,0,0,0,0.002524353,0.023035749,0,0,0,0,0,0,0,0.003985365,0,0,0.027595639,0.008294031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017124663,0,0.103450743,0,0,0.050832343,0.000739233,0.01984448,0,0,0.001432369,0.002006048,0,0.000266199,0.279135133,0,0.165326834,0.017372134,0.087715594,0.064765286,0.020949075,0.364735946,0
"Cell 29",1750,0,0,0,0,0,0,0.010318513,0.001529679,0,0.001406935,0,0,0,0,0.002686418,0.022843628,0,0,0,0,0,0,0,0.003486367,0,0,0.025800698,0.007740863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017453149,0,0.11356444,0,0,0.057041502,0.008750369,0.023251893,0,0,0.001625642,0.001721341,0,0.000231998,0.270593655,0,0.155066061,0.014427982,0.095096023,0.058243395,0.015462633,0.391110257,0
"Cell 29",2000,0,0,0,0,0,0,0.009693114,0.001894106,0,0.001571974,0.000176913,0,0,0,0.002158903,0.021902131,0,0,0,0,0,0,0,0.003088199,0,0,0.024292339,0.007208538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020581252,0,0.103711095,0,0,0.062291211,0.007962021,0.028747722,0,0,0.001595082,0.001530173,0,0.000177623,0.279364866,0,0.144000174,0.011046424,0.107760287,0.061641881,0.014324266,0.381862102,0
"Cell 29",2250,0,0,0,0,0,0,0.008868774,0.001910534,0,0.001802138,0.000139783,0,0,0,0.001940798,0.019467049,0,0,0,0,0,0,0,0.002766712,0,0,0.022135689,0.006515986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018052825,0,0.099707782,0,0,0.058008408,0.00629098,0.036358475,0,0,0.001670508,0.001423418,0,0.000140344,0.300678843,0,0.13375569,0.008728038,0.108498605,0.07095484,0.025490821,0.351893161,0
"Cell 29",250,0,0,0,0,0,0,0.006112894,0,0,0.026966768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026133464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023312746,0,0,0,0,0,0,0,0.006852515,0,0,0,0.080516576,0,0.142917249,0,0,0,0,0.776566196,0
"Cell 29",2500,0,0,0,0,0,0,0.008505972,0.002105199,0,0.001953677,0.000113224,0,0,0,0.002172101,0.017845324,0,0,0,0,0,0,0,0.002504458,0,0,0.021510729,0.005816346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020574538,0,0.09160627,0,0.000456194,0.053089966,0.005095694,0.04927956,0,0,0.001738558,0.001409826,0,0.000113679,0.305672381,0,0.128653863,0.007069711,0.11223179,0.079072914,0.030880044,0.336419294,0
"Cell 29",2750,0,0,0,0,0,0,0.007690378,0.001848641,0,0.002150134,9.36e-05,0,0,0,0.002467049,0.016155111,0,0,0,0,0,0,0,0.002285711,0,0,0.020821246,0.005242962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018534123,0,0.084130714,0,0.000670593,0.051542271,0.004211317,0.070705001,0,0,0.002076809,0.00181759,0,9.39e-05,0.292247509,0,0.129177272,0.005842736,0.111885064,0.089650928,0.02949873,0.341697761,0
"Cell 29",3000,0.001707196,0,0,0,0,0,0.007091848,0.001554432,0,0.002127241,7.86e-05,0,0,0,0.002900143,0.014446652,0,0,0,0,0,0,0,0.002100612,0,0,0.019926443,0.004773593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016782189,0,0.082265641,0,0.000941411,0.052606594,0.003546926,0.089658899,0,0,0.002312233,0.002063518,0,7.89e-05,0.271665056,0,0.12502689,0.005146819,0.114402191,0.10498301,0.025998342,0.352777692,0
"Cell 29",3250,0.001474289,0,0,0,0,0,0.006909258,0.001707141,0,0.002008671,6.7e-05,0,0,0,0.003069885,0.014026243,0,0,7.37e-05,0,0,0,0,0.001942381,0,0,0.019463993,0.004435687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019326404,0,0.082219592,0,0.000802149,0.049904335,0.00310929,0.105789412,0,0,0.002286343,0.002131036,0,9.96e-05,0.252140456,0,0.125394521,0.005243622,0.117475044,0.118400482,0.022152434,0.359193439,0
"Cell 29",3500,0.001271198,0,4.52e-05,0,0,0,0.006849929,0.001838357,0,0.001731967,5.78e-05,0,0,0,0.00294979,0.015025022,0,0,7.61e-05,0,0,0,0,0.001805641,0,0,0.019122077,0.004557099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021112574,0,0.081620317,0,0.00138331,0.047400639,0.003309209,0.122963188,0,0,0.002132701,0.002268296,0,0.000379738,0.239766924,0,0.127469036,0.004628652,0.127549106,0.130301119,0.019100823,0.351184337,0
"Cell 29",3750,0.001107355,0,5.22e-05,0,0,0,0.006883551,0.001949474,0,0.001612529,5.03e-05,0,0,0,0.002839856,0.015074185,0,0,6.62e-05,0,0,0,0,0.001686958,0,0,0.019065792,0.004567841,0,0,0,0,0,0,0,0,0,0,0.000627759,0,0,0,0,0,0,0,0,0,0,0,0,0.022997134,0,0.07809612,0,0.001506264,0.051439157,0.005509248,0.135948953,0,0,0.001943981,0.002089126,0,0.000622919,0.220451356,0,0.125981733,0.005530678,0.13395505,0.144933935,0.017675587,0.35147166,0
"Cell 29",4000,0.000973261,0,5.04e-05,0,0,0,0.006524369,0.001898728,0,0.001481285,0.000180067,0,0,0,0.002563792,0.014709205,0,0,9.63e-05,0,0,0,0,0.001582912,0,0,0.018714178,0.004574556,0,0,0,0,0,0,0,0,0,0,0.001213243,0,0,0,0,0,0,0,0,0,0,0,0,0.024346938,0,0.072475462,0,0.001323865,0.057840912,0.007112784,0.144490824,0,0,0.001910121,0.0020091,0,0.000850304,0.203189607,0,0.122419629,0.00746952,0.143887419,0.15558359,0.016801282,0.35064895,0
"Cell 29",4250,0.000862127,0,8.13e-05,0,0,0,0.006154536,0.001891829,0,0.00139791,0.000197846,0,0,0,0.002272517,0.014621818,0,0,0.000165056,0,0,0,0,0.001490909,0,0,0.018097286,0.004548167,0,0,0,0,0,0,0,0,0,0,0.001472394,0,0,0,0,0,0,0,0,0,0,0,0,0.024095517,0,0.068768487,0,0.001659139,0.063137859,0.007075974,0.16037245,0,0,0.002185562,0.001932379,0,0.001073497,0.19304089,0,0.120471375,0.00779481,0.145847529,0.173633136,0.015977424,0.343234836,0
"Cell 29",4500,0.000768996,0,7.25e-05,0,0,0,0.005830962,0.001817113,0,0.001373018,0.000176474,0,0,0,0.002027029,0.01453713,0,0,0.000172945,0,0,0,0,0.001408996,0,0,0.017610739,0.004312511,0,0,0,0,0,0,0,0,0,0,0.001313339,0,0,0,0,0,0,0,0,0,0,0,0,0.025842563,0,0.065326026,0,0.001673631,0.066523637,0.007687835,0.174300443,0,0,0.002352665,0.001913161,0,0.001282335,0.186290203,0,0.118208364,0.008860905,0.145666123,0.18698048,0.014502,0.338975426,0.000516497
"Cell 29",4750,0.00069018,0,6.51e-05,0,0,0,0.005623571,0.001728252,0,0.001435219,0.000158386,0,0,0,0.001837596,0.014218114,0,0,0.000225588,0,0,0,0,0.00133654,0,0,0.017169585,0.004156111,0,0,0,0,0,0,0,0,0,0,0.001380739,0,0,0,0,0,0,0,0,0,0,0,0,0.027525897,0,0.062743212,0,0.001877628,0.066665942,0.00913211,0.184019231,0,0,0.002395876,0.001887358,0,0.001406303,0.183009913,0,0.115672656,0.010905233,0.143884939,0.193631574,0.013835774,0.337310598,0.001749313
"Cell 29",500,0,0,0,0,0,0,0.008250021,0,0,0.009116637,0,0,0,0,0,0.014533071,0,0,0,0,0,0,0,0,0,0,0.011663884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019963068,0,0.060366102,0,0,0.04845149,0,0,0,0,0.005625292,0,0,0,0.315394526,0,0.162942448,0,5.33e-05,0.058792935,6.2e-05,0.462754794,0
"Cell 29",5000,0.000622887,0,8.81e-05,0,0,0,0.005644164,0.001750874,0,0.001405493,0.000142944,0,0,0,0.001705577,0.014359565,0,0,0.000231074,0,0,0,0,0.001271091,0,0,0.016716489,0.003922451,0,0,0,0,0,0,0,0,0,0,0.001246117,0,0,0,0,0,0,0,0,0,0,0,0,0.028607579,0,0.06075548,0,0.002078323,0.069965506,0.009919193,0.189053169,0,0,0.002354088,0.001949058,0,0.001443672,0.183416122,0,0.115424546,0.012294303,0.147783836,0.197384117,0.013223607,0.32874298,0.001730486
"Cell 29",750,0,0,0,0,0,0,0.006539443,0.004685563,0,0.004051839,0,0,0,0,0.000757694,0.025560989,0,0,0,0,0,0,0,0.005582682,0,0,0.034077922,0.011434131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02604594,0,0.041908178,0,0,0.047575494,0,5.33e-05,0,0,0.003652515,0.000784309,0,0,0.351852104,0,0.242002419,0,0.008084462,0.086512724,0.018797568,0.292750704,0
"Cell 3",1000,0,0,0.002648905,0,0,0,0.004788026,0.010286781,0,0.004504104,0,0,0,0,0,0.008958869,0,0,0,0,0,0,0,0,0,0,0.020586361,0,0,0,0,0,0,0.002453525,0,0,0,0,0,0.061337988,0.008435085,0,0,0,0,0,0,0,0,0,0,0.044940913,0,0,0,0.008473686,0.072351083,0.003703133,0.436864061,0,0,0.004425342,0.000976876,0,0.005222079,0,0,0.127468307,0,0.123663404,0.452921584,0,0.295946693,0
"Cell 3",1250,0,0,0.002808606,0,0,0,0.004485384,0.010998584,0,0.004670565,0,0,0,0,0,0.008309338,0,0,0,0,0,0,0,0,0,0,0.021232288,0,0,0,0,0,0,0.00193701,0,0,0,0.002914276,0,0.052763677,0.009126806,0,0,0,0,0,0,0,0,0,0,0.042139745,0,0,0,0.007608421,0.058053788,0.0115287,0.417915865,0,0,0.003804053,0.000863144,0,0.008504115,0.019992499,0,0.139638763,0.012982936,0.128661202,0.411334549,0,0.287390039,0
"Cell 3",1500,0,0,0.00227681,0,0,0,0.003235582,0.010888556,0,0.004168524,0,0,0,0,0,0.008160722,0,0,0,0,0,0,0,0,0,0,0.02047747,0,0,0,0,0,0,0.001345146,0,0,0,0.002121726,0,0.049836633,0.007959676,0,0,0,0,0,0,0,0,0,0,0.033789768,0,0,0,0.011263062,0.044665503,0.014850318,0.439448026,0,0,0.004115035,0.000599405,0,0.009989932,0.045023119,0,0.133766386,0.022742875,0.120626826,0.416397731,0,0.26144306,0
"Cell 3",1750,0,0,0.002142817,0,0,0,0.003073527,0.012353163,0,0.003675392,0,0,0,0,0,0.007611971,0,0,0,0,0,0,0,0,0,0,0.020990295,0,0,0,0,0,0,0.00098827,0,0,0,0.001558819,0,0.049924341,0.005847925,0,0,0,0,0,0,0,0,0,0,0.035281566,0,0,0,0.009640519,0.044023587,0.011540816,0.445703674,0,0,0.003370463,0.000440379,0,0.010846185,0.059678416,0,0.139433765,0.023630298,0.117177889,0.426329995,0,0.233749632,0
"Cell 3",2000,0,0,0.002015055,0,0,0,0.003488313,0.011545109,0,0.004373953,0,0,0,0,0,0.00701295,0,0,0,0,0,0,0,0,0,0,0.020540565,0,0,0,0,0,0,0.00114005,0,0,0,0.001193471,0,0.045663613,0.004494883,0,0,0,0,0,0,0,0,0,0,0.033409349,0,0.000860079,0,0.010577145,0.036326822,0.010307528,0.438254524,0,0,0.003006464,0.000422224,0,0.0135884,0.070483966,0,0.137650551,0.018307204,0.119166775,0.413079021,0.000431521,0.240880962,0
"Cell 3",2250,0,0,0.001737204,0,0,0,0.004713187,0.011039871,0,0.004955035,0,0,0,0,0.000271869,0.006454736,0,0,0,0,0,0,0,0,0,0,0.021111026,0,0,0,0,0,0,0.001006693,0,0,0,0.000942989,0,0.040423194,0.00528528,0,0,0,0,0,0,0,0,0,0,0.033196705,0,0.013307299,0,0.014311408,0.034550845,0.009426732,0.412794829,0,0,0.002719693,0.000665435,0,0.01422019,0.085754397,0,0.138336102,0.014464951,0.124828803,0.38397494,0.004045246,0.248595554,0
"Cell 3",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046123116,0,0,0.007821516,0.009160741,0,0,0,0,0,0,0,0.026765569,0,0.973234431,0
"Cell 3",2500,0,0.000235289,0.001524631,0,0,0,0.005504145,0.009717058,0,0.006198149,0.00035755,0,0,0,0.000456564,0.005955545,0,0,0,0,0,0,0,0,0,0,0.021382846,0,0,0,0,0,0,0.000815422,0,0,0,0.000763821,0,0.035531989,0.005381171,0,0,0,0,0,0,0,0,0,0,0.030689442,0,0.027815221,0,0.014882683,0.028362205,0.007635653,0.38252808,0,0,0.002679361,0.000830742,0,0.015505836,0.097920956,0,0.144831483,0.01171661,0.133231853,0.350055113,0.003737393,0.258506587,0
"Cell 3",2750,0,0.000194453,0.001260026,0,0,0,0.006092256,0.008383733,0,0.005947099,0.00057698,0,0,0,0.000762629,0.005518915,0,0,4.72e-05,0,0,0,0,0,0,0,0.020010485,0,0,0,0,0,0,0.000673902,0,0,0,0.000631257,0,0.030071647,0.004598957,0,0,0,0,0,0,0,0,0,0,0.030113924,0,0.037192176,0,0.017882241,0.025233672,0.006310457,0.369660539,0,0,0.002950918,0.000936152,0,0.020488016,0.103642263,0,0.143440958,0.009683149,0.140630745,0.335912142,0.003088754,0.263601987,0
"Cell 3",3000,0,0.000163395,0.001140366,0,0,0,0.005952586,0.007358623,0,0.005653842,0.000684686,0,0,0,0.000938625,0.005133363,0,0,0.000133019,0,0,0,0,0,0,0,0.018697211,0,0,0,0,0,0,0.000566265,0,0,0,0.000530432,0,0.026082697,0.003864401,0,0,0.00076065,0,0,0,0,0,0,0,0.027840581,0,0.040599892,0,0.020024812,0.024269598,0.005302537,0.369892841,0,0,0.002941384,0.000907322,0,0.020948436,0.108649698,0,0.136700209,0.008136535,0.135643394,0.339592823,0.002595412,0.268681929,0
"Cell 3",3250,0,0.000139224,0.001110725,0,0,0,0.005607442,0.006899074,0,0.005506452,0.000734112,0,0,0,0.000901724,0.00479496,0,0,0.000113341,0,0,0,0,0,0,0,0.017840829,0,0,0,0,0,0,0.000482498,0,0,0,0.000451965,0,0.022655484,0.003717997,0,0,0.001689848,0,0,0,0,0,0,0,0.026200856,0,0.043317984,0.001156081,0.019593555,0.022938082,0.004531108,0.369331047,0,0,0.002810849,0.001025094,0,0.020256734,0.118013973,0,0.130854202,0.007628301,0.124552064,0.340836794,0.002211475,0.27590319,0
"Cell 3",3500,0,0.000120045,0.001017666,0,0,0,0.005331843,0.006680997,0,0.005606813,0.000753464,0,0,0,0.000939272,0.004495456,0,0,0.000134882,0,0,0,0,0,0,0,0.017634216,0,0,0,0,0,0,0.000416031,0,0,0,0.000389705,0,0.021914037,0.003832586,0,0,0.001457063,0,0,0,0,0,0,0,0.025275933,0,0.044292398,0.003527134,0.019530145,0.020872355,0.003906925,0.364789579,0,0,0.002666055,0.000987812,0,0.019592386,0.1320477,0,0.125959628,0.006796747,0.112777181,0.335274514,0.001906833,0.285237396,0
"Cell 3",3750,0,0.000104573,0.00093872,0,0,0,0.004975451,0.006003057,0,0.005354794,0.00075677,0,0,0,0.00081821,0.004229215,0,0,0.000218381,0,0,0,0,0,0,0,0.016559311,0,0,0,0,0,0,0.00036241,0,0,0,0.000339476,0.000107332,0.02017253,0.003380785,0,0,0.001269264,0,0,0,0,0,0,0,0.023798382,0,0.040119436,0.003873441,0.01766474,0.020598636,0.003403366,0.360915861,0,0,0.00242423,0.000930679,0,0.018566652,0.148281084,0,0.116135988,0.005920722,0.104071627,0.335862065,0.001661063,0.288067451,0
"Cell 3",4000,0,9.19e-05,0.000890307,0,0,0,0.004856979,0.005419515,0,0.005096355,0.00075046,0,0,0,0.000898733,0.003991579,0,0,0.000196087,0,0,0,0,0,0,0,0.015620138,0,0,0,0,0,0,0.000318524,0,0,0,0.000298368,0.000296102,0.017850864,0.003110126,0,0,0.001115564,0,0,0,0,0,0,0,0.02339931,0,0.035262761,0.003404392,0.016460564,0.019421664,0.002991239,0.362062774,0,0,0.002196,0.000913765,0,0.016846102,0.165177496,0,0.109432968,0.00520376,0.095618562,0.339195466,0.001459919,0.283911829,0
