"site","radius","RESERVOIR","BORROWPITS","DUGOUT","LAGOON","BORROWPIT.DRY","SUMP","ROAD.UNCLASSIFIED","ROAD.UNIMPROVED","INTERCHANGE.RAMP","ROAD.GRAVEL.1L","ROAD.GRAVEL.2L","ROAD.PAVED.1L","ROAD.PAVED.2L","ROAD.PAVED.DIV","ROAD.PAVED.UNDIV.1L","ROAD.PAVED.UNDIV.2L","ROAD.PAVED.UNDIV.4L","ROAD.UNPAVED.2L","TRUCK.TRAIL","AIRP.RUNWAY","ROAD.UNPAVED.1L","ROAD.PAVED.4L","ROAD.PAVED.3L","RLWY.SGL.TRACK","RLWY.SPUR","CANAL","VEGETATED.EDGE.ROADS","VEGETATED.EDGE.RAILWAYS","GRVL.SAND.PIT","MINES.PITLAKE","MISC.OIL.GAS.FACILITY","FACILITY.UNKNOWN","FACILITY.OTHER","OIL.GAS.PLANT","CLEARING.UNKNOWN","URBAN.INDUSTRIAL","CLEARING.WELLPAD.UNCONFIRMED","WELL.CASED","WELL.GAS","WELL.OIL","WELL.OTHER","TRANSFER_STATION","LANDFILL","RECREATION","GOLFCOURSE","CAMPGROUND","GREENSPACE","SURROUNDING.VEG","RUNWAY","TRANSMISSION.LINE","CFO","RURAL.RESIDENCE","URBAN.RESIDENCE","COUNTRY.RESIDENCE","RESIDENCE_CLEARING","WELL.ABAND","ROUGH_PASTURE","CROP","TAME_PASTURE","FRUIT.VEGETABLES","CUTBLOCK","PRE.LOW.IMPACT.SEISMIC","TRAIL","DISTURB_VEG","PIPELINE","water","exposed_land","developed","shrubland","grassland","agriculture","coniferous_forest","broadleaf_forest","mixed_forest"
"Cell 35",750,0,0,0.001305321,0,0,0,0.003024662,0,0,0.000153455,0,0,0,0,0.009851192,0.004814334,0,0,0,0,0,0,0,0,0,0,0.018158886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014673587,0,0.00053715,0,0.007530895,0.24572316,0,0.012643099,0,0,0.000473393,0,0,0.007058359,0.006411567,0,0.096388919,0.14678723,0.081503712,0.141850074,0,0.090866763,0.436191717
"Cell 36",1000,0,0,0,0,0,0,0.001487363,0.000326145,0,0.007357862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007774458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010663431,0,0,0,0,0.083191567,0.009655646,0.089975687,0,0,0.002996937,0.001613465,0,0,0.122851576,0,0.048525316,0.057360543,0.038071341,0.094706417,0,0.638484809,0
"Cell 36",1250,0,0,0,0,0,0,0.001258039,0.00091466,0,0.00710952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008003884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011694478,0,0,0,0.002729399,0.076911808,0.006179613,0.114329172,0,0,0.002647804,0.001666575,0,0,0.090683805,0,0.048801613,0.085930102,0.026962654,0.09024245,0,0.657379375,0
"Cell 36",1500,0,0,0.000326335,0,0,0,0.001148069,0.001199827,0,0.006166471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007800375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012449036,0,0,0,0.00376555,0.071147328,0.004291398,0.140646084,0,0,0.00198955,0.001476924,0,0,0.083867328,0,0.041973762,0.093396492,0.022143264,0.115117423,0,0.643501731,0
"Cell 36",1750,0,0,0.000239757,0,0,0,0.001170026,0.001166123,0,0.005346192,0,0,0,0,0,0.002026268,0,0,0,0,0,0,0,0,0,0,0.008518408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009203668,0,0,0,0.002766527,0.064001107,0.003152864,0.155731702,0,0,0.001921205,0.00119499,0,0,0.08530235,0,0.042775311,0.093599885,0.01626852,0.128810806,0,0.633243131,0
"Cell 36",2000,0,0,0.000183678,0,0,0,0.001020259,0.001121398,0,0.004572593,0,0,0,0,0,0.003182615,0,0,0,0,0,0,0,0,0,0,0.008406637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007959712,0,0,0,0.002118122,0.056587815,0.002413911,0.154377683,0,0,0.002442342,0.001302998,0,0,0.07970262,0,0.042415736,0.091756777,0.016285833,0.12532053,0.002866098,0.641652407,0
"Cell 36",2250,0,0,0.000290075,0,0,0,0.001495807,0.00091006,0,0.004105348,0,0,0,0,0,0.003430157,0,0,1.3e-05,0,0,0,0,0,0,0,0.008024079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012760611,0,0,0,0.002486618,0.045651219,0.001907288,0.143121453,0,0,0.002566102,0.001275847,0,0,0.075022261,0,0.039859151,0.085949099,0.020040087,0.114176681,0.002339436,0.662613286,0
"Cell 36",250,0,0,0,0,0,0,0,0,0,0.025180069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025339613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123211054,0,0,0,0,0,0,0,0,0,0,0.150694686,0.007378232,0.121603612,0.115827305,0,0.604496172,0
"Cell 36",2500,0,0,0.00023496,0,0,0,0.001690922,0.000934366,0,0.004193393,0,0,0,0,1.55e-05,0.003422422,0,0,9.64e-05,0,0,0,0,0,0,0,0.008532747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012487315,0,0.002165476,0,0.002711171,0.042200223,0.001544903,0.13811507,0,0,0.00262151,0.001142131,0,0,0.07569118,0,0.041764214,0.087398112,0.018043208,0.099869256,0.005404526,0.669765914,0.002063591
"Cell 36",2750,0,0,0.000291274,0,0,0,0.002017278,0.000779002,0,0.00390202,0,0,0,0,0.000298764,0.003320044,0,0,0.000147486,0,0,0,0,0,0,0,0.00821581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002772497,0,0.011496089,0,0.00629391,0,0.002800821,0.047368988,0.00242569,0.131932321,0,0,0.002432724,0.001023559,0,0,0.080453181,0,0.041854486,0.099699389,0.015640635,0.085865642,0.006774657,0.668006564,0.001705447
"Cell 36",3000,0,0,0.000404547,0,0,0,0.002699649,0.000654578,0,0.003869579,0,0,0,0,0.000390494,0.003180027,0,0,0.000166233,0,0,0,0,0,0,0,0.008021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003733606,0,0.012456149,0,0.009382591,0,0.002353467,0.051074062,0.003282227,0.124699554,0,0,0.002574081,0.001086861,0,0,0.087649165,0,0.043248937,0.107375196,0.013933935,0.075512044,0.009830177,0.657822323,0.004628224
"Cell 36",3250,0,0,0.000417088,0,0,0,0.00263335,0.000557747,0,0.003644431,0,0,0,0,0.000374668,0.003030687,0,0,0.000141642,0,0,0,0,0,0,0,0.007495368,0,0,0,0,0.000143031,0,0,0.000394552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003998038,0,0.012575737,0,0.008944777,0,0.002291894,0.055685481,0.002893071,0.115840318,0,0,0.002569073,0.001052517,0,0,0.098211282,0,0.041056095,0.109396372,0.013059632,0.071203819,0.009058454,0.645019492,0.012994854
"Cell 36",3500,0,0,0.00041957,0,0,0,0.002535239,0.000480915,0,0.003362411,0,0,0,0,0.000457968,0.002883089,0,0,0.00012213,0,0,0,0,0,0,0,0.00707244,0,0,0,0,0.001510256,0,0,0.001641879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004249349,0,0.011872046,0,0.007712588,0,0.002420688,0.061583997,0.002494536,0.104692372,0,0,0.002780678,0.000933101,0,0,0.102020288,0,0.04020128,0.10358622,0.015369446,0.072962185,0.008548614,0.633020086,0.024291881
"Cell 36",3750,0,0,0.000365492,0,0,0,0.002571299,0.00041893,0,0.0031839,2.38e-06,0,0,0,0.000502919,0.002740454,0,0,0.000106389,0,0,0,0,0,0,0,0.006819644,0,0,0,0,0.001811561,0,0,0.001518878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004508909,0,0.013311157,0,0.006718521,0,0.002108688,0.063927986,0.002173018,0.092814339,0,0,0.002957307,0.000981319,0,4.99e-05,0.101038025,0,0.039987904,0.096028038,0.017778975,0.069493012,0.008575344,0.628079898,0.039018803
"Cell 36",4000,0,0,0.000367123,0,0,0,0.002725867,0.000410803,0,0.0030424,0.000766187,0,0,0,0.000585608,0.002606167,0,0,0.000106326,0,0,0,0,0,0,0,0.007135779,0,0,0,0,0.001592192,0,0,0.001334951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005126884,0,0.014505212,0,0.005904951,0,0.002015611,0.063299063,0.001909879,0.083631793,0,0,0.002966884,0.000958371,0,0.000217324,0.101169747,0,0.043778601,0.089716567,0.01918253,0.06264431,0.009101597,0.62354008,0.05086657
"Cell 36",4250,0,0,0.000325203,0,0,0,0.00269253,0.000405964,0,0.002968193,0.000964989,0,0,0,0.000642258,0.002477721,0,0,9.42e-05,0,0,0,0,0,0,0,0.007407872,0,0,0,0,0.001410385,0,0,0.001182518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005165301,0,0.015229718,0,0.005456021,0,0.002421495,0.063730103,0.001691796,0.074191465,0,0,0.00304471,0.000960227,0,0.000279641,0.098729006,0,0.043675523,0.080982813,0.01847449,0.058821071,0.009293165,0.624945866,0.065078067
"Cell 36",4500,0,0,0.000290073,0,0,0,0.002736304,0.000417048,0,0.002907721,0.001062877,0,0,0,0.000680355,0.00236403,0,0,8.4e-05,0,0,0,0,0,0,0,0.007557487,0,0,0,0,0.001258028,0,0,0.001054776,0,0,0,0.000158594,0,0,0,0,0,0,0,0,0,0,0.0050856,0,0.014913166,0,0.007459084,0,0.00252432,0.064437132,0.00150904,0.066340639,0,0,0.003275263,0.000926486,0,0.000349803,0.095258636,0,0.0459231,0.076431522,0.019873671,0.056039183,0.008961389,0.623018526,0.074493973
"Cell 36",4750,0,0,0.000260342,0,0,0,0.003004737,0.000598315,0,0.002983167,0.001149474,0,0,0,0.000793026,0.002258784,0,0,9.37e-05,0,0,0,0,0,0,0,0.008061185,0,0,0,0,0.001129089,0,0,0.000946669,0,0,0,0.000363483,0,0,0,0,0,0,0,0,0,0,0.004958077,0,0.015129236,0,0.015074193,0.000200905,0.002440782,0.064104877,0.001354374,0.061902161,0,0,0.003201894,0.00089795,0,0.000458631,0.094453688,0,0.048734353,0.074433724,0.022295249,0.052083948,0.010036332,0.616501,0.081461709
"Cell 36",500,0,0,0,0,0,0,0.001896672,0.001304578,0,0.013885313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015275416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008702149,0,0,0,0,0.065657938,0.020190071,0,0,0,0.001063163,0,0,0,0.027530234,0,0.087653384,0.042673915,0.136356897,0.063054165,0,0.642731408,0
"Cell 36",5000,0,0,0.000234959,0,0,0,0.00332866,0.00064231,0,0.00307168,0.001201236,0,0,0,0.001083234,0.002129903,0,0,0.000170931,0,0,0,0,0,0,0,0.00875761,0,0,0,0,0.001019003,0,0,0.000854369,0,0,0,0.000377253,0,0,0,0,0,0,0,0,0,0,0.004807854,0,0.014189231,0,0.02187249,0.000474909,0.002335782,0.060862886,0.001222323,0.058360109,0,0,0.003235516,0.000879067,0,0.000687026,0.100436683,0,0.051829846,0.071778623,0.024811398,0.048083094,0.012005115,0.600314006,0.090741235
"Cell 36",750,0,0,0,0,0,0,0.001488892,0.000579813,0,0.009270805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009907479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009219465,0,0,0,0,0.063806649,0.017165593,0.040042483,0,0,0.000769907,0.001820435,0,0,0.111455844,0,0.05961819,0.062335433,0.067682384,0.071641068,0,0.627267084,0
"Cell 37",1000,0,0,0,0,0,0,0,0,0,0.005268344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005690848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013490149,0,0.003583739,0,0,0,0,0,0,0,0,0,0.001480929,0.000911359,0,0,0.055528861,0,0.033292064,0.035710729,0,0,0.021018058,0.854450288,0
"Cell 37",1250,0,0,0,0,0,0,0.000370843,0.000188738,0,0.003541297,0.003596535,0,0,0,0.000377427,0,0,0,0,0,0,0,0,0,0,0,0.007067655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018381819,0,0.005327074,0,0,0,0,0.000407912,0,0,0,0,0.002503241,0.001169759,0,0,0.094180557,0,0.042400257,0.032920998,0,0,0.019718758,0.803572634,0.007206795
"Cell 37",1500,0,0,0,0,0,0,0.001006547,0.000538455,0,0.002459234,0.004121716,0,0,0,0.000694097,0,0,0,9.12e-05,0,0,0,0,0,0,0,0.00695966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016615046,0,0.012102866,0,0,0,0.001377805,0.006805374,0,0,0,0,0.002929664,0.000884279,0,0,0.100580614,0,0.039020077,0.02914383,0,0,0.013693582,0.792301645,0.025260252
"Cell 37",1750,0,0,0.000239752,0,0,0,0.002044414,0.0003956,0,0.001806784,0.004004945,0,0,0,0.000825776,0,0,0,6.7e-05,0,0,0,0,0,0,0,0.006083037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014671106,0,0.018395074,0,0,0,0.002265302,0.02923414,0,0,0,0,0.002546666,0.000709623,0,0,0.107564722,0,0.037908219,0.041624207,0.000346313,4.91e-05,0.020654006,0.750610393,0.04124302
"Cell 37",2000,0,0,0.00018356,0,0,0,0.003085815,0.000302881,0,0.001731516,0.003747633,0,0,0,0.000873183,0.002636909,0,0,5.13e-05,0,0,0,0,0,0,0,0.007466736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012997095,0,0.020983576,0,0,0,0.002118122,0.042393416,0,0,0,0,0.002688484,0.00067893,0,0,0.105464304,0,0.047350925,0.045306322,0.006559585,0.005980017,0.017662331,0.723353033,0.048323484
"Cell 37",2250,0,0,0.000290071,0,0,0,0.002990187,0.000246096,0,0.002029209,0.003450397,0,0,0,0.000879633,0.002992049,0,0,4.05e-05,0,0,0,0,0,0,0,0.008260016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011609939,0,0.01966834,0,9.5e-05,0,0.001673578,0.049887907,0,0,0,0,0.002703109,0.000805343,0,0,0.09958686,0,0.050326918,0.042127925,0.013898918,0.006994959,0.014093961,0.72097763,0.051992831
"Cell 37",250,0,0,0,0,0,0,0,0,0,0.02045011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020209509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123975528,0,0,0,0,0.876024513,0
"Cell 37",2500,0,0,0.000352436,0,0,0,0.003160754,0.000246027,0,0.002419269,0.003177505,0,0,0,0.000994545,0.003153524,0,0,3.28e-05,0,0,0,0,0,0,0,0.008357831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010464204,0,0.020370232,0,0.005091404,0,0.001355598,0.054301254,0,0.000552275,0,0,0.00298814,0.000855341,0,0,0.094931762,0,0.052744209,0.040174216,0.018437752,0.01265514,0.012637583,0.709473225,0.058946116
"Cell 37",2750,0,0,0.00029127,0,0,0,0.003198947,0.000300406,0,0.002487215,0.002953642,0,0,0,0.001489273,0.003135796,0,0,2.71e-05,0,0,0,0,0,0,0,0.008938852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009712948,0,0.01900594,0,0.012515792,0,0.001120329,0.050444335,0,0.002953678,0,0,0.003034571,0.000909729,0,0,0.091653968,0,0.056781978,0.041697799,0.022157676,0.014824548,0.010969012,0.698833152,0.063081868
"Cell 37",3000,0,0,0.000244747,0,0,0,0.003035121,0.000270134,0,0.002541897,0.002769407,0,0,0,0.001605196,0.003048406,0,0,2.28e-05,0,0,0,0,0,0,0,0.008898873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008893614,0,0.018053655,0,0.016567153,0,0.000941387,0.046363744,2.12e-05,0.003750937,0,0,0.003218707,0.001028531,0,0,0.090594031,0,0.05898953,0.039675658,0.025930144,0.014961059,0.010924097,0.691440516,0.067484963
"Cell 37",3250,0,0,0.000208542,0,0,0,0.003106931,0.000345752,0,0.002826897,0.002585426,0,0,0,0.00157933,0.002933192,0,0,1.94e-05,0,0,0,0,0,0,0,0.009214016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008044341,0,0.020866064,0,0.016391853,0,0.000802129,0.045979808,0.000744329,0.008760233,0,0,0.003068954,0.001167333,0,0,0.084914909,0,0.060457905,0.038904028,0.022728081,0.017527797,0.010895467,0.694958801,0.069613011
"Cell 37",3500,0,0,0.000179814,0,0,0,0.00285741,0.000339638,0,0.002658931,0.002420746,0,0,0,0.001439843,0.002808464,0,0,1.67e-05,0,0,0,0,0,0,0,0.008496008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007386507,0,0.021550826,0,0.01419313,0,0.000691632,0.048649175,0.000917314,0.020517335,0,0,0.003310624,0.001178251,0,0,0.083607261,0,0.05675321,0.039201433,0.022202697,0.029478669,0.011337813,0.681802309,0.07561661
"Cell 37",3750,0,0,0.000208851,0,0,0,0.002739806,0.000340478,0,0.00250518,0.002270149,0,0,0,0.001322295,0.002775389,0,0,1.46e-05,0,0,0,0,0,0,0,0.007900228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006693285,0,0.0217003,0,0.012363793,0,0.000903718,0.048637469,0.00128316,0.031937377,0,0,0.00351229,0.001296742,0,0,0.085403771,0,0.053758719,0.041000727,0.023258081,0.038507508,0.011855858,0.666524639,0.079690698
"Cell 37",4000,0,0,0.000229451,0,0,0,0.002676578,0.00057336,0,0.002560409,0.002139758,0,0,0,0.001221972,0.002860611,0,0,1.28e-05,0,0,0,0,0,0,0,0.007858905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04e-05,0,0,0,0,0,0.006262673,0,0.021642472,0,0.010866615,0,0.001296373,0.051151966,0.002477858,0.042428392,0,0,0.003562972,0.001380693,0,0,0.084573472,0,0.053834575,0.043307585,0.02395329,0.048413179,0.011218287,0.650682951,0.084016662
"Cell 37",4250,0,0,0.000203251,0,0,0,0.002691477,0.000791213,0,0.002455556,0.002023261,0,0,0,0.001135409,0.002865864,0,0,2.65e-05,0,0,0,0,0,0,0,0.007880409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000895124,0,0,0,0,0,0.005892599,0,0.021757836,0,0.00962579,0,0.001407187,0.054774342,0.003549478,0.052068966,0,0,0.003676259,0.001383302,0,0,0.086239414,0,0.051811664,0.045431532,0.026128395,0.0620569,0.012188085,0.62399705,0.09214696
"Cell 37",4500,0,0,0.000217554,0,0,0,0.002587486,0.000946855,0,0.002385944,0.001918753,0,0,0,0.001023141,0.00357164,0,0,5.1e-05,0,0,0,0,0,0,0,0.009784463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000798429,0,0,0,0,0,0.005563688,0,0.020855233,0,0.008998664,0,0.001255176,0.060698082,0.003525403,0.058576193,0,0,0.003707455,0.001378845,0,0,0.09039003,0,0.052239924,0.045866794,0.030528415,0.073298622,0.013727299,0.597693841,0.096255076
"Cell 37",4750,0,0,0.000195256,0,0,0,0.002591818,0.00099979,0,0.002346198,0.001821775,0,0,0,0.000990165,0.003790546,0,0,7.41e-05,0,0,0,0,0,0,0,0.010732929,0,0,0,0,0,0,0,1.7e-05,0,0,0,0,0,0,0,0,0.000716595,0,0,0,0,0,0.005267439,0,0.020339475,0,0.011229104,0,0.00112653,0.068052235,0.003262676,0.061882646,0,0,0.003855123,0.001328496,0,0,0.094823264,0,0.051789441,0.04574898,0.033123165,0.081385895,0.015570372,0.579712207,0.097846676
"Cell 37",500,0,0,0,0,0,0,0,0,0,0.012153082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012245401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002076969,0,0,0,0.003085438,0,0.075835545,0,0,0,0,0.921079021,0
"Cell 37",5000,0,0,0.000176219,0,0,0,0.00295464,0.001130029,0,0.002358042,0.001697371,0,0,0,0.00098695,0.004296597,0,0,8.75e-05,0,0,0,0,0,0,0,0.012197299,0,0,0,0,5.49e-05,0,0,0.000603138,0,0,0,0,0,0,0,0,0.000646727,0,0,0,0,0,0.004999944,0,0.021524498,0,0.016111178,0,0.001071089,0.070004541,0.006154049,0.066083566,0,0,0.003717355,0.001301484,0,0,0.097695954,0,0.053577655,0.04635523,0.034734385,0.090388905,0.014879989,0.565874404,0.096493479
"Cell 37",750,0,0,0,0,0,0,0,0,0,0.007929087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008663868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005151408,0,0,0,0,0,0,0,0,0,0.001866627,0.000953851,0,0,0.049042118,0,0.047345404,0,0,0,0.016443127,0.887169352,0
"Cell 38",1000,0,0,0,0,0,0,0.002933765,0.001001509,0,0,0,0,0,0,0.002573721,0.015150042,0,0,0,0,0,0,0,0,0,0,0.023067005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027488612,0,0.04236044,0,0,0.092926783,0,0,0,0,0.004213297,0.002019762,0,0,0.005040783,0,0.066138611,0.0328318,0.033213611,0.060486534,0.026938358,0.470080962,0.305269343
"Cell 38",1250,0,0,0,0,0,0,0.004378312,0.001377588,0,0,0,0,0,0,0.003592433,0.018026157,0,0,0,0,0,0,0,0,0,0,0.036522186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026078029,0,0.065668109,0,0,0.109223751,0,0.002840517,0,0,0.004395429,0.00136544,0,0,0.008580871,0,0.092910198,0.027965185,0.029481315,0.089337966,0.023049465,0.46269482,0.265980181
"Cell 38",1500,0,0,0,0,0,0,0.005199992,0.001872252,0,0,0,0,0,0,0.004819909,0.016150778,0,0,0,0,0,0,0,0,0,0,0.037325157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027991939,0,0.071395896,0,0,0.133963612,0,0.014097345,0,0,0.004779261,0.001135906,0,0,0.009560026,0,0.095524822,0.022083344,0.034646752,0.121365578,0.019319944,0.461389142,0.236110394
"Cell 38",1750,0,0,0,0,0,0,0.006045294,0.002262315,0,0,0.000383615,0,0,0,0.005808474,0.015967725,0,0,0,0,0,0,0,0,0,0,0.036540632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042269421,0,0.056772519,0,0.001383226,0.124174969,0,0.024085911,0,0,0.005196817,0.000942266,0,0,0.007052813,0,0.103123902,0.020406,0.04553457,0.114286489,0.016738681,0.467588594,0.225268954
"Cell 38",2000,0,0,0.000136497,0,0,0,0.005849025,0.002289486,0,0.000206835,0.000670828,0,0,0,0.005641215,0.014625112,0,0,0,0,0,0,0,0,0,0,0.035693034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049396131,0,0.04346646,0,0.001059032,0.127955386,0,0.024156662,0,0,0.005525918,0.000806188,0,0,0.00539981,0,0.101424336,0.018315508,0.045515459,0.1073728,0.01281982,0.502655807,0.206496462
"Cell 38",2250,0,0,0.000145039,0,0,0,0.005412572,0.001994817,0,0.000334558,0.000699896,0,0,0,0.005325686,0.01325767,0,0,0,0,0,0,0,0,0,0,0.033043706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051661109,0,0.034680162,0,0.000836766,0.128882711,0,0.029491343,0,0,0.005345683,0.001091236,0,0,0.005279283,0,0.094501858,0.023355087,0.048953764,0.109488605,0.01012924,0.513621135,0.194671029
"Cell 38",250,0,0,0,0,0,0,0.002184754,0,0,0,0,0,0,0,0,0.045847861,0,0,0,0,0,0,0,0,0,0,0.008085158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105762503,0,0,0,0,0.056574209,0,0,0,0,0.008126831,0.008722384,0,0,0,0,0.140105421,0.029284776,0,0,0.033009288,0.412860465,0.384740051
"Cell 38",2500,0,0,0.00023496,0,0,0,0.005706824,0.002139175,0,0.000365953,0.001870696,0,0,0,0.006283456,0.012077147,0,0,3.28e-05,0,0,0,0,0,0,0,0.032698505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052130585,0,0.039822745,0,0.000677781,0.116433092,0,0.041505251,0,0,0.005369991,0.001570715,0,0,0.014915947,0,0.105871144,0.029653893,0.054047139,0.109372572,0.010083608,0.485723403,0.190332294
"Cell 38",2750,0,0,0.000194182,0,0,0,0.005668919,0.002292932,0,0.000678264,0.002155905,0,0,0,0.005690093,0.011031472,0,0.000195361,2.71e-05,0,0,0,0,0,0,0,0.030982285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149722,0,0,0,0,0,0,0,0.051756751,0,0.042942056,0,0.000560149,0.108782011,0,0.046806056,0,0,0.005281968,0.001784253,0,0,0.041816582,0,0.105926488,0.030734593,0.052642082,0.106450305,0.010924336,0.46137785,0.190127763
"Cell 38",3000,0,0,0.000326331,0,0,0,0.005564702,0.002857518,0,0.000963482,0.00221038,0,0,0,0.005223434,0.009996865,0,0.000164157,2.28e-05,0,0,0,0,0,0,0,0.029781314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001754831,0,0,0,0,0,0.000868622,0,0.048671891,0,0.044294221,0,0.000941377,0.096761243,0,0.049023447,0,0,0.004990005,0.001814827,0,0,0.070385209,0,0.103980217,0.031162778,0.052028649,0.101116356,0.010232235,0.440222767,0.190871792
"Cell 38",3250,0,0,0.000278057,0,0,0,0.005217662,0.002799914,0,0.001087769,0.00219219,0,0,0,0.004800144,0.009085015,0,0.000139874,4.54e-05,0,0,0,0,0,0,0,0.028446018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001530715,0,0,0,0,0,0.001919871,0,0.044390457,0,0.047605408,0,0.00080212,0.087593857,0,0.05695507,0,0,0.004629639,0.001667099,0,0,0.098898099,0,0.09952044,0.033132475,0.054265137,0.096572755,0.008748667,0.419178393,0.189684035
"Cell 38",3500,0,0,0.000239754,0,0,0,0.004970967,0.002720078,0,0.00232188,0.002137686,0,0,0,0.004680774,0.008319249,0,0.000120605,3.91e-05,0,0,0,0,0,0,0,0.029027254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001319852,0,0,0,0,0,0.002469544,0,0.040405168,0,0.050668948,0,0.000691624,0.079538379,0,0.060372555,0,0,0.00422641,0.001450654,0,1.83e-05,0.121841835,0,0.104334908,0.035077388,0.051605302,0.09021627,0.007823989,0.400744688,0.18835562
