Site,BUFF_DIST,20,33,34,50,110,120,210,220,230
Cell 10,750,0.021315283,0,0.12270405,0,0.301228099,0.088500209,0,0.466252371,0
Cell 12,750,0.356082022,0,0.12656916,0,0.287150023,0.000685067,0,0.229513737,0
Cell 13,750,0.032626567,0,0.078913336,0,0.114501477,0.013635871,0,0.76032275,0
Cell 14,750,0.045587746,0,0.104018771,0,0.211434653,0.191765163,0,0.447193661,0
Cell 15,750,0.000377572,0,0.087048169,0,0.061103294,0.406443122,0,0.445027843,0
Cell 16,750,0.434907816,0,0.02798933,0,0.059362751,0.06851357,0,0.380807889,0.028418645
Cell 17,750,0.202791249,0,0.131749013,0,0.038724173,0.279899187,0,0.346836393,0
Cell 18,750,0.003510085,0,0.206874674,0,0.369559911,0.07453741,0,0.345517929,0
Cell 19,750,0.012908057,0,0.138216943,0,0.124917415,0.302199813,0.050242115,0.371515643,0
Cell 2,750,0.099724575,0,0.190410499,0.016893462,0.153197028,0.26365883,0,0.276115602,0
Cell 20,750,0.003890282,0,0.118982046,0,0.087007322,0.066731706,0,0.723388627,0
Cell 22,750,0,0,0.142018913,0.158489888,0.019928238,0.555285509,0.036727418,0.087550039,0
Cell 23,750,0.063800491,0,0.099375229,0.053540811,8.97E-05,0.52250569,0.03303442,0.227653624,0
Cell 24,750,0.148973357,0,0.071133607,0,0,0,0.019680988,0.760212047,0
Cell 25,750,0.138676674,0,0.037088232,0,0.00892116,0.129643017,0.017557856,0.668113065,0
Cell 26,750,0.145122654,0,0.112169212,0,0.008869935,0,0,0.733838193,0
Cell 27,750,0.349524037,0,0.075128229,0,0.13311682,0.282711286,0,0.159519644,0
Cell 28,750,0.013579917,0,0.137556932,0.017094061,0.147835604,0.668725163,0.015208325,0,0
Cell 29,750,0.351852104,0,0.242002419,0,0.008084462,0.086512724,0.018797568,0.292750704,0
Cell 3,750,0,0,0.100272059,0,0.046099871,0.52562967,0,0.327998385,0
Cell 30,750,0,0,0.069033163,0.124041895,0.068361749,0.156789063,0.027712697,0.55406143,0
Cell 31,750,0,0,0.09501104,0,0.631573067,0,0,0.273415892,0
Cell 32,750,0.049048428,0,0.122776295,0,0.005922012,0.07667676,0,0.745576505,0
Cell 33,750,0.099040447,0,0.276526243,0.063327136,0.026354749,0.177916199,3.76E-05,0.104156241,0.25264137
Cell 34,750,0.018171444,0,0.149609883,0.111441445,0.014606486,0,0.025750516,0.680420225,0
Cell 35,750,0.006411567,0,0.096388919,0.14678723,0.081503712,0.141850074,0,0.090866763,0.436191717
Cell 36,750,0.111455844,0,0.05961819,0.062335433,0.067682384,0.071641068,0,0.627267084,0
Cell 37,750,0.049042118,0,0.047345404,0,0,0,0.016443127,0.887169352,0
Cell 38,750,0.007133399,0,0.049549659,0.055538618,0.027535577,0.040364618,0.036487908,0.481918934,0.301471287
Cell 39,750,0.546522449,0,0.030815158,0,0,0,0,0.422662393,0
Cell 4,750,0,0,0.097061365,0,0.054961145,0.179088136,0,0.668889362,0
Cell 40,750,0.140506665,0,0.254421471,0,0.134989861,0,0.025221659,0.424584198,0.020276151
Cell 41,750,0.089307363,0,0.126821544,0,0.06214562,0,0,0.72172547,0
Cell 42,750,0.015288682,0,0.11227339,0,0.071967518,0,0,0.800470408,0
Cell 43,750,0.038585886,0,0.088091516,0,0.203248309,0,0,0.670074293,0
Cell 44,750,0.044102522,0,0.095638214,0,0,0,0,0.83650126,0.023757993
Cell 45,750,0.062708726,0,0.097126864,0.094378011,0.046027432,0.004871587,0.10353573,0.495132175,0.096219476
Cell 46,750,0.149390373,0,0.136321362,0.365337666,0.003826113,0,0.002967804,0.182520088,0.159636594
Cell 47,750,0.021060514,0,0.099668657,0.00487034,0.144125775,0,0.015540614,0.714734101,0
Cell 48,750,0.083258696,0,0.166990576,0.103528889,0.00412392,0.064229079,0,0.290449882,0.287418945
Cell 49,750,0,0,0.132678281,0.022243851,0,0.256653777,0,0.530174541,0.058249547
Cell 5,750,0.000263593,0,0.17456099,0.024389516,0.151745555,0.463659453,0,0.185380906,0
Cell 50,750,0.020164369,0,0.142160271,0.036793287,0.04878115,0.311542106,0,0.39117698,0.049381824
Cell 51,750,0.096332718,0,0.135308386,0.315120256,0,0,0.006146909,0.374084453,0.073007279
Cell 52,750,0.038384493,0,0.073318117,0,0.103700127,0,0,0.784597258,0
Cell 53,750,0.000522193,0,0,0,0,0,0.004071875,0.995405932,0
Cell 54,750,0,0,0.10565345,0.131519191,0,0,0,0.762827363,0
Cell 55,750,0.09348306,0,0.113748106,0.067562139,0.041145767,0.36251317,0.027259786,0.213956261,0.080331708
Cell 56,750,0.093162352,0,0.130732014,0.375634077,0,0.142581168,0,0.248408674,0.00948171
Cell 57,750,0,0,0.121672869,0.046473638,0,0.43364752,0,0.378843883,0.019362086
Cell 58,750,0,0,0.046184031,0.018088266,0.05299561,0.671020937,0,0.211711159,0
Cell 59,750,0,0,0.12618647,0,0.069464347,0.491753054,0,0.312596122,0
Cell 6,750,0,0,0.104021963,0,0.060690518,0.413965744,0,0.421321784,0
Cell 60,750,0,0,0.185035292,0,0.034558014,0.076827307,0,0.703579412,0
Cell 61,750,0,0,0.071871938,0.132574601,0.049989456,0.101383887,0,0.64418012,0
Cell 62,750,0.033924797,0,0.106448577,0.00322902,0.085005379,0,0,0.771392229,0
Cell 63,750,0.129244977,0,0,0,0.013848156,0,0,0.81219158,0.044715287
Cell 64,750,0.056538665,0,0.153119577,0.01305639,0,0.048003588,0,0.675312729,0.053969058
Cell 65,750,0,0,0.052869861,0.018429331,0.017478637,0.421385586,0.022164501,0.467672088,0
Cell 66,750,0.076090378,0,0.154201144,0.010016364,0.018597806,0.147811513,0,0.593282796,0
Cell 7,750,0.027747723,0,0.107971108,0,0.04672181,0.566845536,0,0.25071383,0
Cell 8,750,0.034126217,0,0.222041312,0.000474851,0.315543361,0.12244807,0.014776325,0.29058987,0
Cell 9,750,0.021348426,0,0.184594001,0,0.080587379,0.297288611,0,0.41618158,0
Cell 1,1000,0.473199723,0,0.161413221,0,0.020450669,0.282492535,0,0.06244385,0
Cell 10,1000,0.016446723,0,0.122108506,0,0.221129055,0.200353118,0,0.439962606,0
Cell 12,1000,0.372527279,0,0.104300134,0,0.230701577,0.035085885,0,0.257385123,0
Cell 13,1000,0.09357433,0,0.05527024,0,0.111831078,0.053474523,0,0.685849828,0
Cell 14,1000,0.120914272,0,0.070657603,0,0.204778364,0.20499598,0,0.398653766,0
Cell 15,1000,0.03444379,0,0.076240128,0,0.098814326,0.42515548,0.008008723,0.35594975,0.001387801
Cell 16,1000,0.486633204,0,0.022979831,0,0.033966931,0.12421432,0,0.309754612,0.022451102
Cell 17,1000,0.220819551,0,0.131705406,0,0.021782347,0.24889909,0,0.376793604,0
Cell 18,1000,0.001974423,0,0.238559001,0,0.334592087,0.101201827,0,0.323672667,0
Cell 19,1000,0.007260782,0,0.119600448,0,0.141063326,0.410092777,0.028262911,0.293719755,0
Cell 2,1000,0.220320532,0,0.160675006,0.010031342,0.14587285,0.248053434,0,0.215046836,0
Cell 20,1000,0.038025575,0,0.118191769,0,0.062035115,0.140219354,0,0.641528186,0
Cell 22,1000,0.000564641,0,0.109237639,0.172532679,0.021914575,0.561983269,0.038405264,0.095361932,0
Cell 23,1000,0.111059396,0,0.093332401,0.042991475,0.00933409,0.430843434,0.018581862,0.29385735,0
Cell 24,1000,0.195952733,0,0.054499716,0,0,0,0.017037673,0.732509876,0
Cell 25,1000,0.117827955,0,0.037701768,0,0.027308456,0.12224312,0.020062686,0.672372658,0.002483361
Cell 26,1000,0.186785952,0,0.086778233,0,0.026702481,0.01633152,0.006094942,0.677306864,0
Cell 27,1000,0.395428517,0,0.058811737,0,0.081598286,0.311608907,0,0.152552553,0
Cell 28,1000,0.075691395,0,0.113584247,0.027914825,0.150749369,0.611861135,0.012365729,0.007833302,0
Cell 29,1000,0.31380437,0,0.218021785,0,0.056516148,0.090290154,0.036322423,0.285045114,0
Cell 3,1000,0,0,0.127468307,0,0.123663404,0.452921584,0,0.295946693,0
Cell 30,1000,0,0,0.082433046,0.079252547,0.038454467,0.241814283,0.016280135,0.54176552,0
Cell 31,1000,0.023168902,0,0.072018029,0,0.529453278,0,0.026081758,0.349278032,0
Cell 32,1000,0.032979719,0,0.099991636,0,0.062462786,0.058264125,0,0.746301735,0
Cell 33,1000,0.072812706,0,0.213217274,0.075987047,0.043305872,0.270829897,0.020850897,0.119164545,0.183831765
Cell 34,1000,0.023404427,0,0.127473298,0.148295174,0.008216148,0.005555169,0.055213424,0.612701224,0.019141146
Cell 35,1000,0.012090924,0,0.110277532,0.104801787,0.060245177,0.106290442,0,0.195993609,0.410300539
Cell 36,1000,0.122851576,0,0.048525316,0.057360543,0.038071341,0.094706417,0,0.638484809,0
Cell 37,1000,0.055528861,0,0.033292064,0.035710729,0,0,0.021018058,0.854450288,0
Cell 38,1000,0.005040783,0,0.066138611,0.0328318,0.033213611,0.060486534,0.026938358,0.470080962,0.305269343
Cell 39,1000,0.552358532,0,0.023495853,0,0,0.038629138,0,0.385516477,0
Cell 4,1000,0,0,0.107021534,0,0.079817437,0.211373748,0,0.60178728,0
Cell 40,1000,0.171278896,0,0.195068014,0,0.132823125,0,0.027832007,0.429935724,0.043062229
Cell 41,1000,0.067563402,0,0.123722135,0,0.160436137,0,0,0.648278322,0
Cell 42,1000,0.056520986,0,0.090104935,0,0.099991139,0,0,0.753382939,0
Cell 43,1000,0.056677665,0,0.075874812,0,0.214403156,0,0,0.653044369,0
Cell 44,1000,0.029012205,0,0.08534004,0.01595317,8.86E-05,0,0,0.756859609,0.112746363
Cell 45,1000,0.053441733,0,0.081187829,0.068413667,0.02589043,0.017576502,0.084395471,0.513462343,0.155632014
Cell 46,1000,0.155044839,0,0.113507107,0.366141641,0.006639797,0,0.01800638,0.179046526,0.161613711
Cell 47,1000,0.012317931,0,0.092422897,0.018502961,0.091182983,0.001286339,0.008741595,0.775545294,0
Cell 48,1000,0.072237394,0,0.137639092,0.071856955,0.014912672,0.059727832,0,0.321630627,0.321995423
Cell 49,1000,0.004475966,0,0.116919451,0.080873875,0.000194864,0.268387233,0,0.443647706,0.085500899
Cell 5,1000,0.015495659,0,0.151956931,0.036890155,0.131974805,0.481373705,0,0.182308748,0
Cell 50,1000,0.026906055,0,0.140312867,0.022212274,0.051853463,0.309607826,0,0.421330236,0.027777276
Cell 51,1000,0.091868465,0,0.097584069,0.294146518,0.003602919,0,0.038172532,0.382546144,0.092079352
Cell 52,1000,0.022086121,0,0.089833583,0,0.106316726,0,0,0.753518826,0.028244742
Cell 53,1000,0.030287343,0,0.029015084,0,0.012879119,0.009957722,0.011846537,0.90601419,0
Cell 54,1000,0.016062325,0,0.123286488,0.121856946,0.021617921,5.36E-05,0.009540027,0.707582668,0
Cell 55,1000,0.055844679,0,0.132996209,0.065719782,0.035716353,0.364431012,0.015333629,0.216391917,0.113566417
Cell 56,1000,0.091823827,0,0.106106569,0.275337011,0.015710083,0.13467308,0,0.334811302,0.04153813
Cell 57,1000,0,0,0.104936492,0.081341168,0,0.509516853,0,0.293314307,0.010891173
Cell 58,1000,0,0,0.039595801,0.037380829,0.036444117,0.685816908,0,0.200762347,0
Cell 59,1000,0.000264698,0,0.166729986,0.000801468,0.046523249,0.519719792,0,0.265960814,0
Cell 6,1000,0,0,0.122979658,0,0.034138416,0.48572244,0,0.357159487,0
Cell 60,1000,0,0,0.159706325,0,0.026161119,0.098275521,0,0.71585704,0
Cell 61,1000,0,0,0.065247744,0.135227562,0.062704726,0.080473662,0,0.656346303,0
Cell 62,1000,0.078122774,0,0.090400776,0.0196322,0.114173511,0,0.008073166,0.689597578,0
Cell 63,1000,0.151367853,0,5.33E-06,0,0.026482964,0,0,0.779282949,0.042860902
Cell 64,1000,0.075020125,0,0.134639194,0.024713076,0.005876366,0.101684662,0,0.596664965,0.061401613
Cell 65,1000,0.003451136,0,0.038825231,0.041877811,0.019871613,0.39558873,0.012467532,0.48791795,0
Cell 66,1000,0.071183572,0,0.125982783,0.050294146,0.010461266,0.182087033,0,0.559991202,0
Cell 7,1000,0.024584756,0,0.093101457,0,0.056703831,0.524568366,0,0.301041593,0
Cell 8,1000,0.022928786,0,0.178378935,0.025023113,0.240480358,0.158979249,0.008311683,0.365897879,0
Cell 9,1000,0.026634943,0,0.148701341,0,0.140262811,0.295799156,0.005340318,0.383261432,0
Cell 1,1250,0.442418782,0,0.139067255,0,0.03993969,0.303455299,0,0.075118971,0
Cell 10,1250,0.029798067,0,0.111110472,0,0.17722647,0.317516428,0,0.364348561,0
Cell 12,1250,0.359683814,0,0.111862263,0,0.202691691,0.070301486,0,0.255460748,0
Cell 13,1250,0.132265792,0,0.04719147,0.002667422,0.126085858,0.069850953,0,0.621938505,0
Cell 14,1250,0.189275563,0,0.068796747,0.012367666,0.16732918,0.196796211,0,0.365434625,0
Cell 15,1250,0.065076281,0,0.065761466,0,0.125036363,0.433929919,0.018181963,0.286694527,0.005319479
Cell 16,1250,0.474686331,0,0.042759052,0,0.05385355,0.158995965,0,0.255336401,0.014368706
Cell 17,1250,0.234950993,0,0.147699377,0,0.027951643,0.228953902,0,0.360444088,0
Cell 18,1250,0.004988801,0,0.232163597,0.001349589,0.311080715,0.15098201,0,0.299435293,0
Cell 19,1250,0.0046469,0,0.099685242,0,0.139197179,0.460496421,0.018088263,0.277885993,0
Cell 2,1250,0.284502297,0,0.121180059,0.006420059,0.120087372,0.278861634,0,0.188948579,0
Cell 20,1250,0.060393026,0,0.11562435,0,0.044784258,0.20821733,0,0.570981033,0
Cell 22,1250,0.019690233,0,0.085474973,0.17284513,0.030957597,0.573350422,0.041917607,0.075764037,0
Cell 23,1250,0.122511572,0,0.110474217,0.036980455,0.019058741,0.337425061,0.011892391,0.361649965,7.60E-06
Cell 24,1250,0.232110808,0,0.041193017,0,0.001915861,0,0.029559349,0.695220963,0
Cell 25,1250,0.110507758,0,0.061668136,0.01816325,0.023988611,0.08547852,0.016286669,0.675652695,0.008254366
Cell 26,1250,0.176657834,0,0.083148549,0,0.017089588,0.035283758,0.021191287,0.666628986,0
Cell 27,1250,0.420892118,0,0.048340507,0,0.063397021,0.32419147,0,0.143178884,0
Cell 28,1250,0.115008797,0,0.097168605,0.026427558,0.116366998,0.596080441,0.016773681,0.032173918,0
Cell 29,1250,0.282316874,0,0.180125013,0.002746011,0.086219562,0.083149431,0.024854807,0.340588311,0
Cell 3,1250,0.019992499,0,0.139638763,0.012982936,0.128661202,0.411334549,0,0.287390039,0
Cell 30,1250,0.005583433,0,0.091409045,0.0638567,0.052565192,0.273840128,0.020186855,0.492558653,0
Cell 31,1250,0.026466436,0,0.086842177,0,0.431120869,0.010189953,0.028890278,0.416490284,0
Cell 32,1250,0.030772962,0,0.090844286,0,0.096478019,0.037877024,0.00273392,0.74129379,0
Cell 33,1250,0.092569248,0,0.171953183,0.079725806,0.044020249,0.303515535,0.029831295,0.157249347,0.121135334
Cell 34,1250,0.056481417,0,0.10241106,0.145160868,0.005258335,0.052661406,0.057138305,0.52503396,0.055854652
Cell 35,1250,0.015837827,0,0.144805301,0.097551529,0.08779666,0.12069663,0,0.196200568,0.337111489
Cell 36,1250,0.090683805,0,0.048801613,0.085930102,0.026962654,0.09024245,0,0.657379375,0
Cell 37,1250,0.094180557,0,0.042400257,0.032920998,0,0,0.019718758,0.803572634,0.007206795
Cell 38,1250,0.008580871,0,0.092910198,0.027965185,0.029481315,0.089337966,0.023049465,0.46269482,0.265980181
Cell 39,1250,0.563053299,0,0.018622846,0,0.006167181,0.092289669,0,0.319867005,0
Cell 4,1250,0,0,0.114722967,0,0.104814512,0.245024471,0,0.535438051,0
Cell 40,1250,0.173524105,0,0.153166519,0,0.151678365,0,0.020467763,0.473475472,0.027687778
Cell 41,1250,0.076883243,0,0.121090929,0,0.243302438,0,0,0.558723383,0
Cell 42,1250,0.10903421,0,0.073505361,0,0.113554208,0,0,0.703906222,0
Cell 43,1250,0.081465257,0,0.066933127,0.002934577,0.189098106,0,0,0.659568934,0
Cell 44,1250,0.027654398,0,0.080299368,0.037011678,0.018903759,0,0.002944651,0.699636463,0.133549675
Cell 45,1250,0.076392867,0,0.08180428,0.05136765,0.016569875,0.023561652,0.055350092,0.501978314,0.192975267
Cell 46,1250,0.145808727,0,0.094887902,0.295384922,0.00424947,0.000730598,0.01213697,0.304657626,0.142143786
Cell 47,1250,0.014313286,0,0.078908608,0.026827507,0.089303356,0.033546925,0.006837308,0.750263012,0
Cell 48,1250,0.070580658,0,0.125436303,0.079962664,0.025659511,0.064763824,0,0.316383157,0.317213883
Cell 49,1250,0.011038768,0,0.094992255,0.075224723,0.006420061,0.290333052,0.0118894,0.428347533,0.081754208
Cell 5,1250,0.045618765,0,0.130025723,0.02720883,0.132237163,0.48671037,0,0.178199151,0
Cell 50,1250,0.05676763,0,0.11752165,0.014215855,0.034561323,0.342677342,0.002059269,0.406972004,0.025224923
