Site,BUFF_DIST,20,33,34,50,110,120,210,220,230
Cell 1,250,0.511614629,0,0.254737557,0,0,0.036945914,0,0.196701857,0
Cell 10,250,0,0,0.103317622,0,0.019607268,0,0,0.877075258,0
Cell 12,250,0.284741916,0,0.278956474,0,0.378916739,0,0,0.057384964,0
Cell 13,250,0,0,0.140594171,0,0.167679306,0,0,0.691726534,0
Cell 14,250,0,0,0.128804305,0,0.137629821,0.028355889,0,0.705209944,0
Cell 15,250,0,0,0.279223007,0,0,0.241103701,0,0.479673281,0
Cell 16,250,0.179034709,0,0.049977549,0,0.080392702,0.173369636,0,0.517225427,0
Cell 17,250,0,0,0.295305506,0,0.105227408,0.128823535,0,0.470643532,0
Cell 18,250,0,0,0.142423581,0,0.261417116,0,0,0.596159251,0
Cell 19,250,0,0,0.175405943,0,0,0,0,0.824594072,0
Cell 2,250,0,0,0.253631179,0,0,0.120244264,0,0.62612445,0
Cell 20,250,0,0,0.203661341,0,0.111125931,0,0,0.685212749,0
Cell 22,250,0,0,0.302111563,0.002141248,0,0.100723182,0.239470839,0.355553125,0
Cell 23,250,0,0,0.167683962,0,0,0.337819252,0,0.494496754,0
Cell 24,250,0.0001791,0,0.14257356,0,0,0,0,0.857247383,0
Cell 25,250,0.192090743,0,0.025709354,0,0,0,0,0.782199927,0
Cell 26,250,0,0,0.34678252,0,0,0,0,0.653217466,0
Cell 27,250,0.050254302,0,0.144499421,0,0.463899052,0.104402226,0,0.236944994,0
Cell 28,250,0,0,0.127269493,0,0,0.872730525,0,0,0
Cell 29,250,0.080516576,0,0.142917249,0,0,0,0,0.776566196,0
Cell 3,250,0,0,0,0,0,0.026765569,0,0.973234431,0
Cell 30,250,0,0,0.056985738,0.043019728,0.226474007,0.003816874,0,0.669703624,0
Cell 31,250,0,0,0.181569675,0,0.736031886,0,0,0.082398408,0
Cell 32,250,0.001103457,0,0.188033834,0,0,0.042812104,0,0.768050576,0
Cell 33,250,0.196006354,0,0.27729491,0,0,0.136459392,0,0.306882568,0.083356877
Cell 34,250,0,0,0.333274458,0,0.088373457,0,0,0.578352138,0
Cell 35,250,0,0,0.274385195,0.009219594,0.08676985,0.18497756,0,0,0.444647789
Cell 36,250,0,0,0.150694686,0.007378232,0.121603612,0.115827305,0,0.604496172,0
Cell 37,250,0,0,0.123975528,0,0,0,0,0.876024513,0
Cell 38,250,0,0,0.140105421,0.029284776,0,0,0.033009288,0.412860465,0.384740051
Cell 39,250,0.417426639,0,0.090307469,0,0,0,0,0.492265898,0
Cell 4,250,0,0,0.155769426,0,0,0.061541002,0,0.782689612,0
Cell 40,250,0,0,0.721295464,0,0.131926697,0,0.116211838,0.030566071,0
Cell 41,250,0.038547724,0,0.358213439,0,0,0,0,0.603238889,0
Cell 42,250,0,0,0.174525167,0,0,0,0,0.825474802,0
Cell 43,250,0.000262377,0,0,0,0,0,0,0.999737623,0
Cell 44,250,0,0,0.210211821,0,0,0,0,0.789788146,0
Cell 45,250,0,0,0.257980014,0.29046705,0.083682488,0,0.063980655,0.303889754,0
Cell 46,250,0.25671612,0,0.16448379,0.497513416,0,0,0,0.046894681,0.034392011
Cell 47,250,0,0,0.083847421,0,0.180635329,0,0.008179407,0.72733785,0
Cell 48,250,0,0,0.346945234,0.043409059,0,0,0,0.404025144,0.205620501
Cell 49,250,0,0,0.150725912,0,0,0.276748106,0,0.572525982,0
Cell 5,250,0,0,0.390735527,0.199973422,0.244510224,0.006572171,0,0.158208587,0
Cell 50,250,0,0,0.225986862,0,0.055920027,0.192370914,0,0.525722186,0
Cell 51,250,0,0,0.470046651,0.356937065,0,0,0,0.173016344,0
Cell 52,250,0.007120402,0,0.116441668,0,0.413591047,0,0,0.462846804,0
Cell 53,250,0,0,0,0,0,0,0,1,0
Cell 54,250,0,0,0.328384624,0.002430264,0,0,0,0.669185157,0
Cell 55,250,0.027552672,0,0.192801656,0.106854522,0,0.240834293,0,0.399914389,0.03204244
Cell 56,250,0,0,0.212720738,0.539664784,0,0.001795801,0,0.245818681,0
Cell 57,250,0,0,0.093624812,0,0,0.422697022,0,0.47722779,0.006450361
Cell 58,250,0,0,0,0,0,0.410930825,0,0.589069175,0
Cell 59,250,0,0,0.111629257,0,0.090576363,0.232592779,0,0.565201606,0
Cell 6,250,0,0,0.19433036,0,0.025467515,0.283841294,0,0.49636087,0
Cell 60,250,0,0,0.233793968,0,0,0.202110936,0,0.564095184,0
Cell 61,250,0,0,0.223025922,0.272012227,0,0,0,0.504961887,0
Cell 62,250,0,0,0.202958305,0,0,0,0,0.797041661,0
Cell 63,250,0.103941565,0,0,0,0,0,0,0.896058435,0
Cell 64,250,0,0,0.165909491,0,0,0,0,0.834090486,0
Cell 65,250,0,0,0.142508143,0,0,0.301322902,0,0.556168996,0
Cell 66,250,0.029664748,0,0.185937738,0,0.128230525,0,0,0.656167014,0
Cell 7,250,0,0,0.166767958,0,0.00784193,0.196177857,0,0.62921227,0
Cell 8,250,0,0,0.361972618,0,0.597714945,0.020151762,0.020160669,0,0
Cell 9,250,0,0,0.170184142,0,0,0.266346736,0,0.563469125,0
Cell 1,500,0.497846753,0,0.161028816,0,0,0.26343266,0,0.077691764,0
Cell 10,500,0.014353369,0,0.118866015,0,0.305556087,0.058103023,0,0.503121521,0
Cell 12,500,0.312004457,0,0.169533759,0,0.305111934,0,0,0.213349877,0
Cell 13,500,0,0,0.132409424,0,0.139847263,0,0,0.727743314,0
Cell 14,500,0,0,0.113125434,0,0.169993744,0.189995841,0,0.526884972,0
Cell 15,500,0,0,0.144884184,0,0,0.298155872,0,0.556959941,0
Cell 16,500,0.3268185,0,0.036641572,0,0.098137994,0.091864427,0,0.44653751,0
Cell 17,500,0.095522977,0,0.189854491,0,0.08712939,0.271859212,0,0.355633934,0
Cell 18,500,0.007897691,0,0.135903601,0,0.410045729,0.001013093,0,0.445139896,0
Cell 19,500,0,0,0.165457884,0,0.113453604,0.131735234,0.015086431,0.574266847,0
Cell 2,500,0.012484979,0,0.219773751,0,0.043819178,0.290721484,0,0.433200625,0
Cell 20,500,0,0,0.154899447,0,0.109114099,0.003078633,0,0.732907836,0
Cell 22,500,0,0,0.172107377,0.144699465,0.031208407,0.435733421,0.069359611,0.146891715,0
Cell 23,500,2.98E-05,0,0.109554032,0.076577683,0,0.586189602,0.005067386,0.222581476,0
Cell 24,500,0.11330724,0,0.089651126,0,0,0,0.006191103,0.790850539,0
Cell 25,500,0.134468594,0,0.033357768,0,0,0.057511383,0,0.774662262,0
Cell 26,500,0.094602407,0,0.172441941,0,0,0,0,0.732955645,0
Cell 27,500,0.255019826,0,0.087780507,0,0.219014815,0.228897028,0,0.209287825,0
Cell 28,500,0,0,0.131933499,0,0.009563293,0.858503236,0,0,0
Cell 29,500,0.315394526,0,0.162942448,0,5.33E-05,0.058792935,6.20E-05,0.462754794,0
Cell 3,500,0,0,0.017095666,0,0.017911739,0.427816247,0,0.537176339,0
Cell 30,500,0,0,0.074319623,0.167499159,0.153770408,0.102938265,0.051200824,0.450271701,0
Cell 31,500,0,0,0.110704194,0,0.716047624,0,0,0.173248172,0
Cell 32,500,0.045420015,0,0.105828544,0,0,0.086823614,0,0.761927823,0
Cell 33,500,0.11677791,0,0.288970593,0.013514464,0,0.148226468,0,0.092683969,0.339826645
Cell 34,500,0.008229892,0,0.171088493,0.040989366,0.032864594,0,0,0.746827659,0
Cell 35,500,0,0,0.127738752,0.110293883,0.092284274,0.182788048,0,0.016121452,0.470773593
Cell 36,500,0.027530234,0,0.087653384,0.042673915,0.136356897,0.063054165,0,0.642731408,0
Cell 37,500,0.003085438,0,0.075835545,0,0,0,0,0.921079021,0
Cell 38,500,0.000361293,0,0.072175526,0.111284274,0.000650738,0.033282765,0.05213607,0.42657786,0.303531474
Cell 39,500,0.525355613,0,0.045026813,0,0,0,0,0.429617575,0
Cell 4,500,0,0,0.117278978,0,0.051315329,0.180591335,0,0.65081437,0
Cell 40,500,0.098524527,0,0.398848116,0,0.13116543,0,0.056748733,0.314713214,0
Cell 41,500,0.071904606,0,0.182020523,0,0.005203195,0,0,0.740871687,0
Cell 42,500,0,0,0.117468271,0,0.003659828,0,0,0.878871904,0
Cell 43,500,0.040680038,0,0.098653405,0,0.106206559,0,0,0.754459995,0
Cell 44,500,0.068929944,0,0.115062594,0,0,0,0,0.812131773,0.003875672
Cell 45,500,0.033495526,0,0.142111521,0.140593186,0.101126748,0,0.093584066,0.479236216,0.009852738
Cell 46,500,0.143513376,0,0.179207473,0.381136226,0,0,0,0.164981006,0.131161914
Cell 47,500,0.028328283,0,0.106091279,0,0.228791382,0,0.034966381,0.601822682,0
Cell 48,500,0.005683383,0,0.211621021,0.150583048,0,0.039117395,0,0.320102559,0.272892583
Cell 49,500,0,0,0.160160861,0,0,0.287385565,0,0.548805701,0.003647859
Cell 5,500,0,0,0.221751686,0.052354088,0.28912301,0.283689477,0,0.153081735,0
Cell 50,500,0,0,0.112314219,0.000317107,0.087298594,0.297879413,0,0.458757142,0.043433509
Cell 51,500,0.071732842,0,0.213183137,0.381489006,0,0,0,0.326682814,0.006912209
Cell 52,500,0.056885801,0,0.112497878,0,0.108911761,0,0,0.72170456,0
Cell 53,500,0,0,0,0,0,0,0,1,0
Cell 54,500,0,0,0.173442303,0.101497744,0,0,0,0.725059956,0
Cell 55,500,0.119331521,0,0.147484759,0.071514444,0.002817736,0.353922086,0.010499244,0.203721689,0.090708538
Cell 56,500,0.028776334,0,0.186377984,0.445267462,0,0.099745255,0,0.239832947,0
Cell 57,500,0,0,0.15598692,0.003213253,0,0.349983143,0,0.448839216,0.041977447
Cell 58,500,0,0,0.051715461,0,0.029679522,0.636757712,0,0.281847315,0
Cell 59,500,0,0,0.137706922,0,0.109894323,0.419474915,0,0.332923847,0
Cell 6,500,0,0,0.123362035,0,0.092191529,0.286458745,0,0.497987708,0
Cell 60,500,0,0,0.214385842,0,0.041020418,0.087226247,0,0.657367508,0
Cell 61,500,0,0,0.102508601,0.145495594,0.031362111,0.054660149,0,0.665973552,0
Cell 62,500,0,0,0.134772212,0,0.042596316,0,0,0.822631467,0
Cell 63,500,0.165810084,0,0,0,0,0,0,0.773636786,0.060553129
Cell 64,500,0.018362635,0,0.158141541,0.002871047,0,0.021405826,0,0.79866142,0.000557499
Cell 65,500,0,0,0.080336196,0,0.031872935,0.408887496,0.03369465,0.445208733,0
Cell 66,500,0.082840868,0,0.220436794,0,0.041845063,0.080128264,0,0.574749005,0
Cell 7,500,0,0,0.131759911,0,0.06592025,0.548687277,0,0.253632586,0
Cell 8,500,0,0,0.260554552,0,0.459299967,0.144669061,0.03324673,0.102229743,0
Cell 9,500,0,0,0.137857538,0,0.035776543,0.346015056,0,0.480350885,0
Cell 1,750,0.492727117,0,0.140653319,0,0.006572511,0.317437802,0,0.042609242,0
