Site,BUFF_DIST,RESERVOIR,BORROWPITS,DUGOUT,LAGOON,BORROWPIT-DRY,SUMP,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,INTERCHANGE-RAMP,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-1L,ROAD-PAVED-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-PAVED-UNDIV-4L,ROAD-UNPAVED-2L,TRUCK-TRAIL,AIRP-RUNWAY,ROAD-UNPAVED-1L,ROAD-PAVED-4L,ROAD-PAVED-3L,RLWY-SGL-TRACK,RLWY-SPUR,CANAL,VEGETATED-EDGE-ROADS,VEGETATED-EDGE-RAILWAYS,GRVL-SAND-PIT,MINES-PITLAKE,MISC-OIL-GAS-FACILITY,FACILITY-UNKNOWN,FACILITY-OTHER,OIL-GAS-PLANT,CLEARING-UNKNOWN,URBAN-INDUSTRIAL,CLEARING-WELLPAD-UNCONFIRMED,WELL-CASED,WELL-GAS,WELL-OIL,WELL-OTHER,TRANSFER_STATION,LANDFILL,RECREATION,GOLFCOURSE,CAMPGROUND,GREENSPACE,SURROUNDING-VEG,RUNWAY,TRANSMISSION-LINE,CFO,RURAL-RESIDENCE,URBAN-RESIDENCE,COUNTRY-RESIDENCE,RESIDENCE_CLEARING,WELL-ABAND,ROUGH_PASTURE,CROP,TAME_PASTURE,FRUIT-VEGETABLES,CUTBLOCK,PRE-LOW-IMPACT-SEISMIC,TRAIL,DISTURB_VEG,PIPELINE
Cell 28,500,0,0,0,0,0,0,0,2.30E-05,0,0.004081318,0,0,0,0,0,0.022738362,0,0,0,0,0,0,0,0,0,0,0.029809725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063739401,0,0,0,0,0.019913481,0,0.805040697,0,0,0,0.00104322,0,0
Cell 29,500,0,0,0,0,0,0,0.008250021,0,0,0.009116637,0,0,0,0,0,0.014533071,0,0,0,0,0,0,0,0,0,0,0.011663884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019963068,0,0.060366102,0,0,0.04845149,0,0,0,0,0.005625292,0,0,0
Cell 3,500,0,0,0,0,0,0,0.000964506,0.005594431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005787911,0,0,0,0,0,0,0,0,0,0,0,0,0.055620886,0.011307657,0,0,0,0,0,0,0,0,0,0,0.011154859,0,0,0,0.016947267,0.006489717,0,0.396715234,0,0,0.005693753,0.003187999,0,0
Cell 30,500,0,0,0,0,0,0,0.003448381,0.007280677,0,0,0,0,0,0,0,0.011676475,0,0,0,0,0,0,0,0,0,0,0.00880144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084186288,0,0,0,0,0.003135385,0.131971195,0.16400621,0,0,0.008185749,5.89E-06,0,0
Cell 31,500,0,0,0,0,0,0,0.013537111,0.004033261,0,0,0,0,0,0,0,0.022779707,0,0,0,0,0,0,0,0,0,0,0.007632837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050204856,0,0,0,0,0.082833765,0.017230793,0,0,0,0,0,0,0
Cell 32,500,0,0,0,0,0,0,0.007963769,0,0,0,0,0,0,0,0,0.022455883,0,0,0,0,0,0,0,0,0,0,0.005529977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043868633,0,0,0,0,0.074241812,0,0,0,0,0.006956155,0.001766672,0,0
Cell 33,500,0,0,0,0,0,0,0.00434639,0.00720681,0,0.004208339,0,0,0,0,0.008285625,0.035592927,0,0,0,0,0,0,0,0,0,0,0.076738152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042540893,0,0,0,0,0,0.01110564,0,0,0,0.016944629,0,0.302926004,0.008456969,0,0,0.002023942,0,0,0
Cell 34,500,0,0,0,0,0,0,0.002033763,0,0,0.018955857,0,0,0,0,0,0,0,0,0.001519721,0,0,0,0,0,0,0,0.035357803,0,0,0,0,0,0,0,0,0,0,0,0.018230816,0,0,0,0,0,0,0,0,0,0,0,0,0.015027787,0,0.017902456,0,0,0.136118062,0,0,0,0,0,0,0,0
Cell 35,500,0,0,0,0,0,0,0.004745709,0,0,0,0,0,0,0,0.015167057,0,0,0,0,0,0,0,0,0,0,0,0.02284148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023669396,0,0,0,0.015463823,0.24433169,0,0.021855274,0,0,0,0,0,0.011102764
Cell 36,500,0,0,0,0,0,0,0.001896672,0.001304578,0,0.013885313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015275416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008702149,0,0,0,0,0.065657938,0.020190071,0,0,0,0.001063163,0,0,0
Cell 37,500,0,0,0,0,0,0,0,0,0,0.012153082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012245401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002076969,0,0,0
Cell 38,500,0,0,0,0,0,0,0.003947774,0,0,0,0,0,0,0,0,0.022929243,0,0,0,0,0,0,0,0,0,0,0.005013768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075621859,0,0,0,0,0.112750899,0,0,0,0,0.006023618,0.006452338,0,0
Cell 39,500,0,0,0,0,0,0,0.002025651,0,0,0,0,0,0,0,0.008167824,0,0,0,0,0,0,0,0,0,0,0,0.005898202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012235422,0,0,0,0,0,0,0,0,0,0.004438335,0.001469891,0,0
Cell 4,500,0,0,0,0,0,0,0.016126394,0,0,0,0,0,0,0,0,0.030550864,0,0,0,0,0,0,0,0,0,0,0.013179016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041928789,0,0.217298522,0,0,0,0,0.161576977,0,0,0.016018574,0.003526545,0,0
Cell 40,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012484703,0.137166928,0,0,0,0,0,0.010454544,0,0.028779913
Cell 41,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011133534,0,0
Cell 42,500,0,0,0,0,0,0,0,0.018126734,0,0,0,0,0,0.011699369,0,0.000791787,0,0,0,0,0,0,0,0,0,0,0.028789045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004157837,0,0,0
Cell 43,500,0,0,0,0,0,0,0,0.007783119,0,0,0,0,0,0.037199101,0,0,0,0,0,0,0,0,0,0,0,0,0.042800714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499037,0.005998277,0,0
Cell 44,500,0,0,0,0.040142568,0,0,0,0.003624074,0,0.013648129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018438546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019894338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001128589,0.00263432,0,0
Cell 45,500,0,0,0,0,0,0,0.008582439,0,0,0.020358632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027016709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024698748,0,0,0,0,0,0,0.050469776,0,0,0,0,0.186958823,0,0,0,0,0,0,0,0
Cell 46,500,0,0,0,0,0,0,0,0,0,0.01938728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024734644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006888973,0,0.026470529,0,0,0.207407569,0,0,0,0,0,0,0,0.01829714
Cell 47,500,0,0,0,0,0,0,0.00216979,0,0,0.014676246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023405939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022516368,0,0.050803693,0,0.010092262,0.134185832,0,0,0,0,0.000967892,0,0,0
Cell 48,500,0,0,0,0,0,0,0.016683119,0,0,0.012318633,0.008651622,0,0,0,0.006916733,0.011385407,0,0,0,0,0,0,0,0,0,0,0.040529713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119232119,0,0.172748309,0,0,0.071755766,0,7.13E-05,0,0,0.001536355,0.003412213,0,0
Cell 49,500,0,0,0,0,0,0,0.003005625,0,0,0.009810842,0,0,0,0,0,0.02280088,0,0,0,0,0,0,0,0,0,0,0.037379354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011870824,0,0,0,0,0.050627132,0,0.358777739,0,0,0,0,0,0.006139293
Cell 5,500,0,0,0.002937529,0,0,0,0.020740944,0,0,0,0,0,0,0,0.005855238,0.046560503,0,0,0,0,0,0,0,0,0,0,0.052148721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158595342,0,0,0,0,0.037212985,0,0.27116351,0,0,0,0,0,0
Cell 50,500,0,0,0,0,0,0,0.01262599,0,0,0,0.018007378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022360734,0.000584636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054192412,0,0,0,0,0.011302903,0,0.352009381,0,0,0,0.002427589,0,0
Cell 51,500,0,0,0.002936816,0,0,0,0,0.013246127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013242919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016943591,0.409333962,0,0,0,0,0.000949873,0.00730794,0,0.030558032
Cell 52,500,0,0,0,0,0,0,0,0.000800699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000900301,0,0,0,0,0,0,0,0,0,0,0,0.017667462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006313956,0,0.001398808
Cell 53,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001175424,0,0
Cell 54,500,0,0,0,0,0,0,0,0.007462661,0,0,0,0,0,0,0,0.030394844,0,0,0.001775054,0,0,0,0,0,0,0,0.04907061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031626929,0,0,0,0,0.118973703,0,0,0,0,0.004329971,0.006433096,0,0
Cell 55,500,0,0,0,0,0,0,0,0,0,0.001610124,0,0,0,0,0,0.015952072,0,0,0,0,0,0,0,0,0,0,0.021465228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347218933,0,0,0,0.006803485,0.006690431,0,0
Cell 56,500,0,0,0.002936733,0,0,0,0.001487751,0.002946703,0,0.012409429,0,0,0,0,0,0.015270797,0,0,0.002659001,0,0,0,0,0,0,0,0.042719834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051366755,0,0,0,0,0.021247526,0.230893238,0.292384188,0,0,0.000647929,0,0,0
Cell 57,500,0,0,0,0,0,0,0.008102627,0,0,0.020958444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021866744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036091684,0,0,0,0,0.206753933,0.098207388,0.066565895,0,0,0.004556884,0,0,0
Cell 58,500,0,0,0.005873492,0,0,0,0,0,0,0,0,0,0,0,0,0.017755155,0,0,0,0,0,0,0,0,0,0,0.021798615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031065332,0.592213365,0,0,0,0.003441235,0,0,0
Cell 59,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037501202,0,0,0,0,0,0,0,0,0,0,0.067210933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011234189,0,0,0,0,0,0.385340126,0.049719307,0,0,0,0.000843655,0,0
Cell 6,500,0,0,0,0,0,0,0.018818272,0,0,0,0,0,0,0,0,0.035870162,0,0,0,0,0,0,0,0,0,0,0.020250378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119911804,0,0.158167486,0,0.002768244,0,0,0.212295116,0,0,0.0042371,0.002623359,0,0
Cell 60,500,0,0,0,0,0,0,0.025228795,0.002390388,0,0.001267492,0,0,0,0,0.011329577,0.034371505,0,0,0,0,0,0,0,0,0,0,0.034831013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306740929,0,0,0.08093519,0.01300187,0,0,0,0,0,0,0
Cell 61,500,0,0,0,0,0,0,0.006329037,0,0,0.011945838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023703013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013452611,0,0,0,0,0.186033852,0,0,0,0,0.002376373,0.001927919,0,0
Cell 62,500,0,0,0,0,0,0,0.002710649,0.012721468,0,0.005332966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022035852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011365982,0,0,0,0.016942962,0,0,0,0,0,0.000869444,0.00723806,0,0.032427388
Cell 63,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006839934,0,0
Cell 64,500,0,0,0,0,0,0,0,0.01894638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01907029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002584615,0,0,0,0,0.056143647,0,0,0,0,0,0.006458352,0,0
Cell 65,500,0,0,0,0,0,0,0.003161113,0.011803458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011977461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055040449,0,0,0,0,0,0.234791807,0.177790848,0,0,0.004123636,0.002651255,0,0
Cell 66,500,0,0,0,0,0,0,0,0,0,0.009997899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010123282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114531764,0,0,0.003775668,0.008569862,0,0
Cell 7,500,0,0,0,0,0,0,0.014252587,0.000755077,0,0,0,0,0,0,0,0.033465528,0,0,0,0,0,0,0,0,0,0,0.015001688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119514085,0,0,0,0,0.068610537,0,0.35791159,0,0,0.003228968,0,0,0.001472014
Cell 8,500,0,0,0,0,0,0,0.020695114,0.006444676,0,0,0.005439667,0,0,0,0.01396703,0.036796712,0,0,0,0,0,0,0,0,0,0,0.062157576,0.001169664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143754069,0,0.231107587,0,0,0.20289206,0,0,0,0,0,0,0,0
Cell 9,500,0,0,0,0,0,0,0.008750732,0,0,0,0,0,0,0,0,0.022762955,0,0,0,0,0,0,0,0,0,0,0.016718978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045587376,0,0,0,0.010292232,0.12732389,0,0.285393626,0,0,0,0,0,0
Cell 1,750,0,0,0,0,0,0,0,0.010809654,0,0.007689067,0,0,0,0,0,0.00128768,0,0,0.001124552,0,0,0,0,0,0,0,0.028732379,0,0,0,0,0,0,0,0,0,0,0,0,0.07705479,0.012184807,0,0,0,0,0.034368972,0,0,0,0,0,0,0,0,0,0,0,0.3477815,0.001857253,0,0,0,0,0,0
Cell 10,750,0,0.005240216,0.002540266,0,0,0,0.012886964,0.001985703,0,0,0,0,0,0,0.006134966,0.018220701,0,0,0.001072088,0,0,0,0,0,0,0,0.022047927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081373433,0,0.156748669,0,0,0,0.054403711,0.030991214,0,0,0.011946298,0.003386458,0,9.62E-05
Cell 12,750,0,0,0,0,0,0,0.005323013,0.004857145,0,0.007718786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017642075,0,0,0,0,0,0,0,0,0,0,0.000209757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009386355,0,0.007531928,0,0,0.190533977,0,0,0.001698449,0.001615645,0,0.000509996
Cell 13,750,0,0,0,0,0,0,0.001174236,0.004071487,0,0.008404046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012524974,0,0,0,0,0,0,0,0,0,0,0,0.008422468,0,0,0,0,0,0,0,0,0,0,0,0,0.009714148,0,0,0,0.007122198,0,0,0.012440401,0,0,0.005215765,0.000498786,0,0.019292586
Cell 14,750,0,0,0.001305513,0,0,0,0.011754013,0,0,0.011819321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018487029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010371511,0,0.188223544,0,0,0,0,0.227658777,0,0,0.005958985,0.004746688,0,0
Cell 15,750,0,0,0,0,0,0,0.003299667,0.004935583,0,0,0,0,0,0,0,0.014872187,0,0,0,0,0,0,0,0,0,0,0.022614597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031447102,0,0.013644771,0,0,0,0,0.033048455,0.202235163,0.192805294,0,0,0.002775803,0.000332228,0,0
Cell 16,750,0,0,0,0,0,0,0.001272281,0,0,0.004042033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004042987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004267943,0,0,0,0,0.015423015,0,0.061664619,0,0,0.00687209,0.003102821,0,0
Cell 17,750,0,0,0,0,0,0,0,0,0,0.00714163,0,0,0,0,0,0.023881929,0,0,0,0,0,0,0,0,0,0,0.033671761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011998167,0,0,0,0.007531715,0,0,0.292238856,0,0,0.005669596,0.000662501,0,0
Cell 18,750,0,0,0.001305487,0,0,0,0.008969597,0,0,0,0,0,0,0,0.001695711,0.033467495,0,0,0,0,0,0,0,0.005856399,0,0,0.035000809,0.029196332,0,0,0,0,0,0,0,0,0,0,0.008103533,0,0,0,0,0,0,0,0,0,0,0,0,0.035668992,0,0.101494035,0,0,0.185720466,0,0.074274687,0,0,0.003529318,0,0,0
Cell 19,750,0,0,0,0,0,0,0.006614803,0.002830025,0,0,0.003683526,0,0,0,0,0.028354079,0,0,0,0,0,0,0,0,0,0,0.014674652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071188117,0,0,0,0,0.002311551,0.002241826,0.299052061,0,0,0.002395693,0,0,0
Cell 2,750,0,0,0.001068661,0,0,0,0.006028644,0.000851275,0,0.022523953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032151621,0,0,0,0,0,0,0,0,0,0,0,0,0.043595386,0,0,0,0,0,0,0,0,0,0,0,0.056278668,0,0,0,0.01427805,0.001810067,0.000243554,0.253606925,0,0,0.003740012,0.001956225,0,0.004258679
Cell 20,750,0,0,0,0,0,0,0.003963172,0,0,0,0,0,0,0,0.001814687,0.028880544,0,0,0,0,0,0,0,0,0,0,0.018769384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000955588,0,0.042122578,0,0,0.000813476,0,0.058932603,0,0,0.003588167,0.009551379,0,0
Cell 22,750,0,0,0,0,0,0,0.001809715,0.00227383,0,0.016796654,0,0,0,0,0,0,0,0,0.001158163,0,0,0,0,0,0,0,0.021993544,0,0,0,0,0,0,0,0,0,0,0,0.004705543,0,0,0,0,0,0,0,0,0,0,0,0,0.009571537,0,0,0,0.007496182,0,0.325057891,0.399413983,0,0,0.00151256,0.000671202,0,0
Cell 23,750,0,0,0,0,0,0,0.003245123,0.001885659,0,0.000622963,0.014804495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012749257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930214,0,0.030047883,0,0,0.327207344,0.178345481,0,0,0,0.002516517,0.00142973,0,0
Cell 24,750,0,0,0,0,0,0,0,0,0,0.001282255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001374323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001865141,0.00325768,0,0
Cell 25,750,0,0,0.001305341,0,0,0,0.001328352,0.003845155,0,0.006247738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015722017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034877578,0,0,0,0,0,0,0.11019593,0,0,0.001419115,0.001533472,0,0
Cell 26,750,0,0,0,0,0,0,0,0,0,0,0.011551658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009941135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031502836,0,0,0,0,0,0,0.019748999,0.000408807,0,0,0,0.002524361,0.000493638,0,0
Cell 27,750,0,0,0,0,0,0,0.00392715,0.001596808,0,0,0.011577377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008456732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020825947,0,0,0,0,0,0,0.284277437,0,0,0.001096529,0,0,0
Cell 28,750,0,0,0,0,0,0,0,0.005251356,0,0.003836915,0,0,0,0,0,0.016552925,0,0,0,0,0,0,0,0,0,0,0.028761013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030678348,0,0,0,0,0.009631186,0,0.689360838,0,0,0,0.001689486,0,0
Cell 29,750,0,0,0,0,0,0,0.006539443,0.004685563,0,0.004051839,0,0,0,0,0.000757694,0.025560989,0,0,0,0,0,0,0,0.005582682,0,0,0.034077922,0.011434131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02604594,0,0.041908178,0,0,0.047575494,0,5.33E-05,0,0,0.003652515,0.000784309,0,0
Cell 3,750,0,0,0.002015109,0,0,0,0.003490271,0.008818764,0,0.004949154,0,0,0,0,0,0.008500418,0,0,0,0,0,0,0,0,0,0,0.019166229,0,0,0,0,0,0,0,0,0,0,0,0,0.060095409,0.007497829,0,0,0,0,0,0,0,0,0,0,0.021034141,0,0,0,0.007532119,0.044519921,0,0.484879738,0,0,0.003821129,0.001416889,0,0
Cell 30,750,0,0,0,0,0,0,0.004091507,0.003235857,0,0,0,0,0,0,0,0.012505488,0,0,0,0,0,0,0,0,0,0,0.004871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055039546,0,0,0,0,0.03204587,0.139882263,0.145064125,0,0,0.00779454,0.002824622,0,0
Cell 31,750,0,0,0,0,0,0,0.010242287,0.007108466,0,0,0,0,0,0,0,0.015246503,0,0,0,0,0,0,0,0,0,0,0.00923936,0,0,0,0,0,0,0,0,0,0,0,0.003382383,0,0,0,0,0,0,0,0,0,0,0,0,0.046748915,0,1.74E-05,0,0,0.076409998,0.027032117,0,0,0,0.002905668,0.000463041,0,0
Cell 32,750,0,0,0,0,0,0,0.003849433,0.004175457,0,0,0,0,0,0.022113418,0,0.015149003,0,0,0,0,0,0,0,0,0,0,0.031772058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024576014,0,0,0,0,0.066214492,6.46E-05,0,0,0,0.005483262,0.000967927,0,0
Cell 33,750,0,0,0,0,0,0,0.004006648,0.016716684,0,0.004151298,0,0,0,0,0.004750311,0.024113195,0,0,0,0,0,0,0,0,0,0,0.067151933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065839613,0,0,0,0,0,0.011578931,0,0,0,0.007703627,0.073519068,0.268117758,0.030641015,0,0,0.002514316,0.000468081,0,0
Cell 34,750,0,0,0,0,0,0,0.009548388,0,0,0.012537234,0.003037501,0,0,0,0,0,0,0,0.000875999,0,0,0,0,0,0,0,0.026321077,0,0,0,0,0,0,0,0,0,0,0,0.008102585,0,0,0,0,0,0,0,0,0,0,0,0,0.022713613,0,0.053713275,0,0,0.097357502,0,0,0,0,0,0,0,0
Cell 35,750,0,0,0.001305321,0,0,0,0.003024662,0,0,0.000153455,0,0,0,0,0.009851192,0.004814334,0,0,0,0,0,0,0,0,0,0,0.018158886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014673587,0,0.00053715,0,0.007530895,0.24572316,0,0.012643099,0,0,0.000473393,0,0,0.007058359
Cell 36,750,0,0,0,0,0,0,0.001488892,0.000579813,0,0.009270805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009907479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009219465,0,0,0,0,0.063806649,0.017165593,0.040042483,0,0,0.000769907,0.001820435,0,0
Cell 37,750,0,0,0,0,0,0,0,0,0,0.007929087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008663868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005151408,0,0,0,0,0,0,0,0,0,0.001866627,0.000953851,0,0
Cell 38,750,0,0,0,0,0,0,0.00340383,0,0,0,0,0,0,0,0,0.015286154,0,0,0,0,0,0,0,0,0,0,0.004147368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04043111,0,0.013773427,0,0,0.085501384,0,0,0,0,0.003550002,0.00344743,0,0
Cell 39,750,0,0,0,0,0,0,0.000900289,0,0,0,0,0,0,0,0.00533419,0,0,0,0,0,0,0,0,0,0,0,0.003774044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005437965,0,0,0,0,0.00721941,0,0,0,0,0.003379207,0.000653285,0,0
